GSWA_sample_id,GSWA_geochron_id,analytical_spot_id,age_Ma,area,equivalent_diameter,perimeter,minor_axis_length,major_axis_length,solidity,convex_area,form_factor,roundness,compactness,aspect_ratio,minimum_Feret,maximum_Feret,U238_ppm,Th232_ppm,groupno,P2O5_pct,SiO2_pct,Zr_ppm,oscillatory_zonation,sector_zonation,homogenous_zonation
178024,178024.1,,1783,37544.38,218.64,846.67,138.13,351.09,0.97,38888.89,0.66,0.39,0.62,2.54,133.94,350.28,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,20077.25,159.88,632.92,97.19,267.88,0.97,20710.06,0.63,0.36,0.6,2.76,94.35,263.88,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18803.42,154.73,660.98,82.56,294.88,0.96,19534.85,0.54,0.28,0.52,3.57,82.05,291.84,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,36224.52,214.76,914.67,123.11,384.28,0.97,37475.35,0.54,0.31,0.56,3.12,117.01,376.93,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,16334.65,144.21,636.79,75.99,285.01,0.96,17056.21,0.51,0.26,0.51,3.75,71.99,268.94,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21247.53,164.48,601.93,119.8,231.09,0.98,21584.48,0.74,0.51,0.71,1.93,111.54,232.18,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,55336.95,265.44,1028.85,161.91,439.27,0.99,56165.35,0.66,0.37,0.6,2.71,153.5,429.93,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,17569.03,149.56,658.49,73.32,312.32,0.98,17912.56,0.51,0.23,0.48,4.26,67.95,293.99,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,22113.74,167.8,645.91,107.15,268.48,0.98,22675.87,0.67,0.39,0.62,2.51,105.03,261.63,,,,0.191,64.15,169,1,0,0
178024,178024.1,25.1,1783,50897.44,254.57,961.3,164.03,400.84,0.99,51569.69,0.69,0.4,0.64,2.44,152.95,404.37,161,135,I,0.191,64.15,169,1,0,0
178024,178024.1,26.1,1783,19357.33,156.99,647.26,99.67,257.96,0.95,20386.26,0.58,0.37,0.61,2.59,94.11,263.13,120,104,I,0.191,64.15,169,1,0,0
178024,178024.1,,1783,36691.32,216.14,887.55,126.97,378.08,0.98,37559.17,0.59,0.33,0.57,2.98,117.38,351.59,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,19547.99,157.76,582.79,108.37,232.91,0.98,20001.64,0.72,0.46,0.68,2.15,105.13,241.15,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,63920.12,285.28,1064.08,194.62,421.22,0.99,64748.52,0.71,0.46,0.68,2.16,186.34,434.63,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,26395.46,183.32,676.91,134.86,253.64,0.97,27235.37,0.72,0.52,0.72,1.88,129.36,256.86,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,28686.72,191.12,735.57,123.31,301.61,0.98,29270.22,0.67,0.4,0.63,2.45,116.9,295.78,,,,0.191,64.15,169,1,0,0
178024,178024.1,22.1,1783,56339.58,267.83,1278.24,125.01,588.97,0.96,58714.66,0.43,0.21,0.45,4.71,119.19,559.26,176,153,I,0.191,64.15,169,1,0,0
178024,178024.1,,1783,63141.03,283.54,1126.59,170.43,482.04,0.98,64146.94,0.63,0.35,0.59,2.83,158.6,461.64,,,,0.191,64.15,169,1,0,0
178024,178024.1,24.1,1783,17600.26,149.7,635.49,81.54,285.38,0.98,17963.51,0.55,0.28,0.52,3.5,73.08,266.62,197,140,I,0.191,64.15,169,1,0,0
178024,178024.1,,1783,27726.82,187.89,701.8,128.16,282.48,0.98,28221.56,0.71,0.44,0.67,2.2,122.38,280.53,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,24646.61,177.15,698.85,117.38,274.53,0.97,25419.13,0.63,0.42,0.65,2.34,113.65,280.56,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,82375.08,323.86,1241.64,202.52,525.01,0.98,83805.06,0.67,0.38,0.62,2.59,190.87,505.12,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,26194.94,182.63,700.3,114.99,295.06,0.97,26880.34,0.67,0.38,0.62,2.57,111.12,288.75,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18195.27,152.21,587.24,94.64,248.07,0.98,18593.03,0.66,0.38,0.61,2.62,89.89,241.75,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18274.16,152.54,561.84,112.18,213.33,0.97,18773.83,0.73,0.51,0.72,1.9,105.13,209.78,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21794.87,166.58,724.37,97.75,295.3,0.94,23236.36,0.52,0.32,0.56,3.02,92.07,279.92,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,14679.49,136.71,563.44,76.53,250.62,0.97,15200.53,0.58,0.3,0.55,3.27,73.82,232.33,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,24756.74,177.54,643.08,135.41,237.54,0.97,25432.28,0.75,0.56,0.75,1.75,127.92,236.4,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18900.39,155.13,559.04,109.24,222.67,0.98,19206.11,0.76,0.49,0.7,2.04,103.7,216.62,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,13164.04,129.46,508.47,76.06,226.03,0.98,13417.16,0.64,0.33,0.57,2.97,70.63,208.47,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,25984.55,181.89,749.35,106.96,321.28,0.98,26510.52,0.58,0.32,0.57,3,100.07,311.65,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21477.65,165.37,639.69,109.49,254.65,0.98,21886.92,0.66,0.42,0.65,2.33,103.21,252.21,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,33180.47,205.54,776.58,132.84,322.98,0.97,34150.23,0.69,0.4,0.64,2.43,129.5,324.66,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,19478.96,157.48,582.24,102.25,246.03,0.99,19707.43,0.72,0.41,0.64,2.41,96.32,236.97,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21489.15,165.41,608.69,108.23,255.97,0.99,21801.45,0.73,0.42,0.65,2.37,101.28,252.89,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,30843.2,198.17,788.41,115.22,344.74,0.98,31370.81,0.62,0.33,0.57,2.99,108.97,333.49,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18612.75,153.94,650.98,85.62,285.3,0.97,19217.62,0.55,0.29,0.54,3.33,79.49,275.8,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,30210.39,196.13,750.59,122.5,320.77,0.98,30805.39,0.67,0.37,0.61,2.62,112.82,309.23,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,20889.22,163.09,613.16,121.96,227.85,0.97,21615.71,0.7,0.51,0.72,1.87,110.33,225.35,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,35580.21,212.84,833.12,128.91,357.34,0.99,35999.34,0.64,0.35,0.6,2.77,121.63,361.17,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,19350.76,156.97,596.31,102.36,242.95,0.98,19827.42,0.68,0.42,0.65,2.37,98.92,235.4,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,22100.59,167.75,704.64,89.34,322.08,0.98,22501.64,0.56,0.27,0.52,3.61,83.11,305.51,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21674.88,166.12,726.09,86.89,326.69,0.97,22273.18,0.52,0.26,0.51,3.76,81.69,311.94,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,3267.59,64.5,423.31,23.98,195.79,0.89,3686.72,0.23,0.11,0.33,8.17,26.92,192.35,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,27550.95,187.29,703.92,125.47,284.65,0.97,28267.59,0.7,0.43,0.66,2.27,121.01,279.38,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,14035.17,133.68,528.78,83.22,219.3,0.96,14600.59,0.63,0.37,0.61,2.64,78.91,203.07,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,25401.05,179.84,687.35,114.67,286.49,0.99,25769.23,0.68,0.39,0.63,2.5,107.5,279.76,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,17375.08,148.74,615.6,85.35,268.51,0.97,17940.5,0.58,0.31,0.55,3.15,80.29,246.96,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18210.06,152.27,570.98,100.21,234.52,0.98,18558.51,0.7,0.42,0.65,2.34,95.48,233.84,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,21972.39,167.26,660.28,99.89,284.32,0.98,22523.01,0.63,0.35,0.59,2.85,93.59,277.28,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,37031.56,217.14,836.61,134.97,353.82,0.99,37595.33,0.66,0.38,0.61,2.62,127.65,351.76,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18019.4,151.47,615.39,91.1,259.62,0.97,18619.33,0.6,0.34,0.58,2.85,84.96,249.69,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,28548.65,190.65,745.31,118.3,312.24,0.98,29262,0.65,0.37,0.61,2.64,112.93,307.95,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,17685.73,150.06,596.75,106.68,221.83,0.94,18841.22,0.62,0.46,0.68,2.08,104.2,238.74,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,32979.95,204.92,770.7,141.87,302.5,0.98,33716.31,0.7,0.46,0.68,2.13,133.95,308.46,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,18399.08,153.06,640.63,92.72,264.06,0.95,19308.02,0.56,0.34,0.58,2.85,85.9,258.41,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,17210.72,148.03,600.5,86,261.38,0.98,17554.24,0.6,0.32,0.57,3.04,81.21,255.45,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,12008.55,123.65,479.63,78.64,199.22,0.97,12373.44,0.66,0.39,0.62,2.53,75.29,189.83,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,17799.15,150.54,579.5,93.37,244.84,0.97,18265.94,0.67,0.38,0.61,2.62,89.74,234.08,,,,0.191,64.15,169,1,0,0
178024,178024.1,,1783,26765.29,184.6,668.8,129.16,269.49,0.99,26959.24,0.75,0.47,0.69,2.09,117.95,258.61,,,,0.191,64.15,169,1,0,0
178141,178141.1,,2746,26710.07,184.41,714.29,121.12,289.45,0.97,27460.94,0.66,0.41,0.64,2.39,114.58,277.55,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,74522.57,308.03,1099.65,244.51,391.23,0.97,76714.41,0.77,0.62,0.79,1.6,243.75,393.98,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,13697.92,132.06,463.44,122.12,148.64,0.97,14166.67,0.8,0.79,0.89,1.22,123.27,153.72,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,47643.23,246.3,1058.36,167.79,389.42,0.93,51076.39,0.53,0.4,0.63,2.32,170.5,398.7,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,74092.88,307.14,1346.09,187.63,520.35,0.93,79244.79,0.51,0.35,0.59,2.77,184.52,532.98,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,91380.21,341.1,1262.02,259.75,452.76,0.97,94535.59,0.72,0.57,0.75,1.74,258.56,457.01,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,45099.83,239.63,959.45,162.3,367.9,0.96,47018.23,0.62,0.42,0.65,2.27,150.9,344.38,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,44309.9,237.52,886.42,164.15,352.89,0.98,45342.88,0.71,0.45,0.67,2.15,151.7,339.18,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,59552.95,275.36,1208.9,162.91,485.19,0.93,63971.35,0.51,0.32,0.57,2.98,162.82,473.04,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,30959.2,198.54,774.3,127.8,315.51,0.96,32152.78,0.65,0.4,0.63,2.47,127.08,319.95,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,86054.69,331.01,1342.83,195.93,566.26,0.98,87968.75,0.6,0.34,0.58,2.89,188.76,552.05,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,31197.92,199.3,802.04,127.72,323.32,0.95,32769.1,0.61,0.38,0.62,2.53,135.79,314.74,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,42473.96,232.55,936.59,147.91,375.53,0.97,43793.4,0.61,0.38,0.62,2.54,142.56,373.8,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,62161.46,281.33,1191.75,178.19,459.31,0.95,65746.53,0.55,0.38,0.61,2.58,178.53,443.83,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,51341.15,255.67,1069.61,143.87,462.31,0.96,53454.86,0.56,0.31,0.55,3.21,141.58,449.6,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,36332.47,215.08,892.24,146.79,333.91,0.92,39409.72,0.57,0.41,0.64,2.27,157.95,334.23,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,60703.13,278.01,1201.88,157.93,502.79,0.9,67339.41,0.53,0.31,0.55,3.18,175.58,486.61,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,55590.28,266.04,1185.09,163.25,452.71,0.91,61354.17,0.5,0.35,0.59,2.77,160.92,480.97,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,22256.94,168.34,624.68,152,193.06,0.96,23224.83,0.72,0.76,0.87,1.27,170.88,216.92,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,42608.51,232.92,969.8,141.99,395.69,0.97,44114.58,0.57,0.35,0.59,2.79,132.95,373.68,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,32048.61,202,948.34,107.59,404.3,0.87,37000.87,0.45,0.25,0.5,3.76,114.69,367.03,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,15811.63,141.89,534.69,98.43,208.57,0.97,16302.08,0.69,0.46,0.68,2.12,97.61,207.55,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,32174.48,202.4,1027.05,90.01,475.21,0.92,34973.96,0.38,0.18,0.43,5.28,92.88,445.9,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39266.49,223.6,896.74,149.32,348.11,0.96,40759.55,0.61,0.41,0.64,2.33,144.51,348.57,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,30750.87,197.87,798.17,129.47,308.56,0.95,32296.01,0.61,0.41,0.64,2.38,131.64,311.6,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,47369.79,245.59,976.88,170.47,363.67,0.96,49466.15,0.62,0.46,0.68,2.13,166.77,377.98,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,7552.08,98.06,413.14,55.58,177.02,0.95,7968.75,0.56,0.31,0.55,3.19,56.83,171,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,20008.68,159.61,616.56,108.78,241.2,0.96,20907.12,0.66,0.44,0.66,2.22,109.94,233.35,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,18546.01,153.67,536.09,136.12,176.47,0.97,19179.69,0.81,0.76,0.87,1.3,142.89,189.59,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,26966.15,185.3,839.33,95.42,371.37,0.95,28415.8,0.48,0.25,0.5,3.89,92.42,338.67,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,53784.72,261.69,1079.58,162.38,438.61,0.96,56263.02,0.58,0.36,0.6,2.7,171.36,451.56,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,22625.87,169.73,618.32,135.72,217.24,0.97,23441.84,0.74,0.61,0.78,1.6,134.41,220.61,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,31306.42,199.65,839.14,111.73,363.66,0.98,32083.33,0.56,0.3,0.55,3.25,108.33,353.66,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,9149.31,107.93,429.72,68.36,174.9,0.96,9539.93,0.62,0.38,0.62,2.56,65.96,163.11,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,20815.97,162.8,667.3,99.01,278.85,0.97,21510.42,0.59,0.34,0.58,2.82,95.83,274.26,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,30991.25,198.64,761.76,132.16,303.92,0.98,31728.45,0.67,0.43,0.65,2.3,127.02,300.22,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,20008.33,159.61,647.51,98.66,263.06,0.95,20995.42,0.6,0.37,0.61,2.67,97.35,253.01,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,38542.27,221.53,832.17,159.15,318.15,0.97,39704.29,0.7,0.48,0.7,2,153.06,324.7,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,46330.7,242.88,1057.34,133.82,455.4,0.95,48933.78,0.52,0.28,0.53,3.4,132.76,430.19,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39012.91,222.87,957.54,118.68,432.2,0.97,40412.33,0.53,0.27,0.52,3.64,111.54,402.96,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,34985.42,211.06,848.1,130.88,351.86,0.97,36243.23,0.61,0.36,0.6,2.69,121.86,342.74,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,8904.62,106.48,400.75,94.72,134.11,0.96,9296.13,0.7,0.63,0.79,1.42,108.16,141.64,,,,0.16,62.028,137,1,0,0
178141,178141.1,4.1,2746,69092.04,296.6,1744.64,232.64,444.84,0.85,81378.59,0.29,0.44,0.67,1.91,267.67,458.35,471,874,I,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39620.99,224.6,885.2,152.65,338.36,0.94,42132.44,0.64,0.44,0.66,2.22,161.71,331.62,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,31087.05,198.95,800.15,119.29,340.52,0.96,32294.88,0.61,0.34,0.58,2.85,116.53,329.48,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,19254.48,156.57,623.19,99.81,250.08,0.96,20016.66,0.62,0.39,0.63,2.51,99.83,256.89,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,41191.17,229.01,873.45,160.49,334.76,0.98,42224.07,0.68,0.47,0.68,2.09,165.07,337.48,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,37930.03,219.76,838.28,158.96,313.74,0.96,39596,0.68,0.49,0.7,1.97,150.97,312.18,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,10495.63,115.6,623.43,49.57,287.12,0.85,12369.85,0.34,0.16,0.4,5.79,58.03,270.97,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,66942.94,291.95,1142.6,200.41,437.74,0.96,69991.67,0.64,0.44,0.67,2.18,197.63,428.62,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,9212.83,108.31,411.01,81.62,151.81,0.95,9687.63,0.69,0.51,0.71,1.86,79.59,154.09,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,52765.51,259.2,1186.76,135.27,509.71,0.94,55880.88,0.47,0.26,0.51,3.77,135.62,488.04,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,58059.14,271.89,1194.07,139.32,543.86,0.96,60191.59,0.51,0.25,0.5,3.9,133.09,513.02,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39129.53,223.21,853.62,177.21,293.33,0.95,41191.17,0.67,0.58,0.76,1.66,170,290.66,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,33419.41,206.28,886.51,131.85,336.82,0.93,36047.48,0.53,0.38,0.61,2.55,136.69,347.98,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,40712.2,227.68,890.07,152.98,347.27,0.97,41915.87,0.65,0.43,0.66,2.27,147.32,332.15,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,26680.55,184.31,725.02,134.68,263.82,0.95,28163.27,0.64,0.49,0.7,1.96,128.45,262.35,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,36413.99,215.32,851.56,144.69,334.96,0.95,38342.36,0.63,0.41,0.64,2.32,145.4,330.59,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39700.12,224.83,862.81,161.73,326.24,0.95,41607.66,0.67,0.47,0.69,2.02,159.61,325.13,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,37197,217.63,897.9,128.21,377.04,0.97,38284.05,0.58,0.33,0.58,2.94,122.58,358.78,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,46872.14,244.29,943.5,178.47,342.32,0.96,48779.68,0.66,0.51,0.71,1.92,170.67,341.35,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,27026.24,185.5,716.37,128.19,273.52,0.93,28942.11,0.66,0.46,0.68,2.13,130.75,263.92,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,20745.52,162.52,640.22,102.58,262.52,0.97,21441.07,0.64,0.38,0.62,2.56,103,256.41,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,42803,233.45,952.11,150.48,384.02,0.92,46376.51,0.59,0.37,0.61,2.55,162.88,371.81,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,34918.78,210.86,925.14,114.06,399.69,0.95,36622.24,0.51,0.28,0.53,3.5,109.75,375.05,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,18483.97,153.41,607.31,124.53,202.21,0.92,20170.76,0.63,0.58,0.76,1.62,119.95,205.42,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,30803.83,198.04,749.31,162.17,250.1,0.96,31957.52,0.69,0.63,0.79,1.54,165.2,267.84,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,45780.92,241.43,1031.11,143.57,416.85,0.97,47205.33,0.54,0.34,0.58,2.9,145.68,432.47,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,7634.32,98.59,341.34,87.32,113.61,0.97,7838.4,0.82,0.75,0.87,1.3,95.92,124.64,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,25314.45,179.53,717.77,117.77,281.79,0.94,26980.42,0.62,0.41,0.64,2.39,130.11,288.22,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,31682.63,200.85,889.12,105.49,388.51,0.97,32773.84,0.5,0.27,0.52,3.68,111.05,379.88,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,48263.22,247.89,1008.4,165.34,387.09,0.97,49870.89,0.6,0.41,0.64,2.34,155.57,377.87,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,29437.73,193.6,728.56,128.21,298.36,0.97,30224.91,0.7,0.42,0.65,2.33,124.49,285.19,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,57263.64,270.02,1073.46,182.84,411.75,0.95,59991.67,0.62,0.43,0.66,2.25,170.24,403.36,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,29741.77,194.6,801.46,130.13,304.84,0.94,31632.65,0.58,0.41,0.64,2.34,139.45,305.88,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,33740.11,207.27,788.47,140.43,311.94,0.97,34777.18,0.68,0.44,0.66,2.22,138.88,304.33,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,20008.33,159.61,644.09,102.1,256.12,0.96,20762.18,0.61,0.39,0.62,2.51,98.7,253.23,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,16397.33,144.49,531.53,113,192.21,0.97,16909.62,0.73,0.57,0.75,1.7,115.09,200.06,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,44493.96,238.02,982.46,154.57,380.42,0.94,47476.05,0.58,0.39,0.63,2.46,157.14,389.56,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,33327.78,206,855.93,127.31,342.43,0.96,34773.01,0.57,0.36,0.6,2.69,129.6,352.3,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,54713.54,263.94,1013.66,204.93,359.43,0.95,57378.47,0.67,0.54,0.73,1.75,201.93,389.19,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,38207.47,220.56,929.41,124.17,401.15,0.97,39583.33,0.56,0.3,0.55,3.23,119.03,380.83,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,41779.51,230.64,899.98,153.35,353.84,0.95,43789.06,0.65,0.42,0.65,2.31,154.48,356.3,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,26011.28,181.99,715.46,119.88,282.44,0.97,26896.7,0.64,0.42,0.64,2.36,118.59,275.21,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,51167.53,255.24,1070.73,157.38,430.94,0.94,54192.71,0.56,0.35,0.59,2.74,158.69,402.91,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,74791.67,308.59,1163.09,230.2,419.54,0.97,77200.52,0.69,0.54,0.74,1.82,226.55,438.08,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,71375.87,301.46,1223.09,298.65,351.21,0.86,83194.44,0.6,0.74,0.86,1.18,290.34,398.72,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,22065.97,167.62,644.21,110.82,255.28,0.97,22795.14,0.67,0.43,0.66,2.3,116.46,257.6,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,18424.48,153.16,627.04,97.58,248.45,0.93,19743.92,0.59,0.38,0.62,2.55,99.68,238.63,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,5082.47,80.44,440.08,32.94,205.7,0.9,5664.06,0.33,0.15,0.39,6.25,34.75,192.94,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,41263.02,229.21,1001.34,129.96,416.82,0.96,43055.56,0.52,0.3,0.55,3.21,131.34,419.46,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,39921.88,225.46,902.59,172.76,314.33,0.91,44101.56,0.62,0.51,0.72,1.82,173.53,336.42,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,19500.87,157.57,691.65,91.63,299.99,0.85,23016.49,0.51,0.28,0.53,3.27,99.58,279.55,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,21983.51,167.3,590.17,152.96,186.58,0.97,22773.44,0.79,0.8,0.9,1.22,163.03,203.66,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,13680.56,131.98,620.69,65.56,282.43,0.93,14639.76,0.45,0.22,0.47,4.31,70.71,270.06,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,21827.26,166.71,706.88,93.06,308.59,0.97,22417.53,0.55,0.29,0.54,3.32,87.72,302.03,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,21193.58,164.27,624.42,119.98,232.35,0.95,22226.56,0.68,0.5,0.71,1.94,120.11,226.43,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,42248.26,231.93,882.51,184.63,299.04,0.95,44262.15,0.68,0.6,0.78,1.62,185.7,316.3,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,2669.27,58.3,211.96,43.69,80.55,0.94,2851.56,0.75,0.52,0.72,1.84,45.65,79.77,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,4088.54,72.15,276.27,49.58,109.19,0.94,4340.28,0.67,0.44,0.66,2.2,53.11,109.01,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,28719.62,191.22,745.9,129.6,291.69,0.96,29769.97,0.65,0.43,0.66,2.25,130.1,293.78,,,,0.16,62.028,137,1,0,0
178141,178141.1,,2746,15017.36,138.28,629.39,75.6,262.17,0.93,16184.9,0.48,0.28,0.53,3.47,83.18,257.27,,,,0.16,62.028,137,1,0,0
