,GSWA_sample_id,area,equivalent_diameter,perimeter,minor_axis_length,major_axis_length,solidity,convex_area,form_factor,roundness,compactness,aspect_ratio,minimum_Feret,maximum_Feret,U238_ppm,Th232_ppm,SiO2_pct,oscillatory_zonation,sector_zonation,homogenous_zonation,bin
161,143445,20999.49,163.52,627.14,109.14,249.36,0.97,21548.42,0.67,0.43,0.66,2.28,103.06,243.07,144.9330469,138.8841061,49.199,1,1,1,50.0
162,143445,22965.12,171.0,643.53,125.6,241.82,0.98,23550.23,0.7,0.5,0.71,1.93,138.35,249.23,296.0330734,313.4451981,49.199,1,1,1,50.0
163,143450,6974.49,94.23,340.19,86.31,111.51,0.98,7108.15,0.76,0.71,0.85,1.29,88.69,114.96,1829.103425,6824.165929,50.1,0,1,1,55.0
164,143450,4947.51,79.37,276.93,70.17,90.74,0.97,5076.9,0.81,0.77,0.87,1.29,67.72,92.31,182.9462083,503.8517192,50.1,0,1,1,55.0
165,143450,13151.86,129.4,464.56,115.1,148.26,0.97,13573.61,0.77,0.76,0.87,1.29,110.24,154.79,1298.858712,6131.921822,50.1,0,1,1,55.0
166,143450,11879.88,122.99,436.15,107.93,141.89,0.97,12297.97,0.78,0.75,0.87,1.31,123.93,152.51,414.9512624,1151.551616,50.1,0,1,1,55.0
167,143450,11997.68,123.6,472.05,98.21,160.95,0.96,12543.33,0.68,0.59,0.77,1.64,91.56,168.25,1471.774929,4234.544648,50.1,0,1,1,55.0
168,143450,11470.95,120.85,419.34,109.1,136.12,0.98,11647.95,0.82,0.79,0.89,1.25,106.39,144.06,2096.879799,7003.855925,50.1,0,1,1,55.0
169,143450,14283.45,134.86,617.78,71.4,265.21,0.98,14639.89,0.47,0.26,0.51,3.71,73.35,265.08,690.1646098,2127.651844,50.1,0,1,1,55.0
170,143450,10672.0,116.57,445.29,85.18,163.79,0.96,11093.75,0.68,0.51,0.71,1.92,84.13,168.3,912.8199862,3275.905221,50.1,0,1,1,55.0
171,143450,6665.04,92.12,359.52,60.59,143.2,0.96,6909.79,0.65,0.41,0.64,2.36,59.48,146.3,1721.770085,8873.129912,50.1,0,1,1,55.0
172,143450,3880.0,70.29,251.47,53.83,94.09,0.98,3958.13,0.77,0.56,0.75,1.75,50.0,92.02,863.8376922,2476.413544,50.1,0,1,1,55.0
173,143450,4234.62,73.43,313.17,48.82,118.06,0.93,4559.94,0.54,0.39,0.62,2.42,47.96,122.73,210.1797614,553.8555293,50.1,0,1,1,55.0
174,143450,4243.77,73.51,295.18,47.25,120.95,0.96,4411.01,0.61,0.37,0.61,2.56,47.52,120.06,625.0870894,2357.824462,50.1,0,1,1,55.0
175,143450,11408.69,120.52,423.07,113.1,129.82,0.97,11793.21,0.8,0.86,0.93,1.15,112.68,136.69,519.9353631,2732.545873,50.1,0,1,1,55.0
176,143450,3766.48,69.25,310.67,39.04,128.5,0.93,4037.48,0.49,0.29,0.54,3.29,38.22,119.66,1497.725163,1257.406154,50.1,0,1,1,55.0
177,143450,9628.3,110.72,491.79,65.02,193.84,0.93,10354.0,0.5,0.33,0.57,2.98,69.15,198.78,582.5553159,2102.686541,50.1,0,1,1,55.0
178,156602,18432.16,153.19,622.3,87.3,276.72,0.98,18782.51,0.6,0.31,0.55,3.17,81.17,257.96,682.0,308.0,59.879,1,1,0,60.0
179,156602,9902.58,112.29,429.59,73.88,175.93,0.95,10379.81,0.67,0.41,0.64,2.38,74.31,170.6,886.0,3470.0,59.879,1,1,0,60.0
180,156602,10501.01,115.63,448.85,76.06,181.2,0.97,10864.62,0.65,0.41,0.64,2.38,71.35,172.6,6307.0,15560.0,59.879,1,1,0,60.0
181,156602,14534.76,136.04,510.05,102.68,183.53,0.96,15108.58,0.7,0.55,0.74,1.79,100.45,191.03,2547.0,7886.0,59.879,1,1,0,60.0
182,156602,13595.45,131.57,540.52,84.81,211.29,0.96,14127.6,0.58,0.39,0.62,2.49,90.61,234.36,1652.0,5103.0,59.879,1,1,0,60.0
183,156602,14849.13,137.5,509.3,106.8,179.91,0.97,15362.34,0.72,0.58,0.76,1.68,107.9,197.18,5245.0,8607.0,59.879,1,1,0,60.0
184,156602,9832.51,111.89,451.61,66.32,194.3,0.97,10162.02,0.61,0.33,0.58,2.93,62.92,190.93,5923.0,14328.0,59.879,1,1,0,60.0
185,156602,28988.09,192.12,711.55,134.99,276.93,0.98,29613.04,0.72,0.48,0.69,2.05,137.61,278.07,1299.0,5169.0,59.879,1,1,0,60.0
186,156602,43003.96,234.0,993.62,134.11,423.38,0.95,45041.66,0.55,0.31,0.55,3.16,135.9,406.79,6644.0,29075.0,59.879,1,1,0,60.0
187,156602,35050.08,211.25,850.39,122.81,373.07,0.98,35822.74,0.61,0.32,0.57,3.04,113.83,352.48,4042.0,15396.0,59.879,1,1,0,60.0
188,156602,3658.78,68.25,320.33,33.85,145.93,0.91,4007.24,0.45,0.22,0.47,4.31,34.83,136.87,2589.0,3230.0,59.879,1,1,0,60.0
189,156602,5124.57,80.78,286.21,64.78,103.29,0.97,5289.33,0.79,0.61,0.78,1.59,60.55,100.18,3359.0,11666.0,59.879,1,1,0,60.0
190,156602,4704.15,77.39,296.64,50.86,122.75,0.98,4802.63,0.67,0.4,0.63,2.41,46.79,113.59,4903.0,6676.0,59.879,1,1,0,60.0
221,169038,44798.86,238.83,961.51,141.97,404.33,0.98,45536.89,0.61,0.35,0.59,2.85,136.14,397.47,93.0,30.0,67.32,1,0,0,70.0
222,169038,95404.11,348.53,1328.14,229.63,531.19,0.99,96231.01,0.68,0.43,0.66,2.31,226.09,549.02,151.0,48.0,67.32,1,0,0,70.0
223,169038,10105.08,113.43,413.32,80.75,160.29,0.97,10373.19,0.74,0.5,0.71,1.99,78.87,158.93,164.0,74.0,67.32,1,0,0,70.0
224,169038,16875.45,146.58,579.26,91.52,237.85,0.97,17404.12,0.63,0.38,0.62,2.6,94.5,244.48,116.0,38.0,67.32,1,0,0,70.0
225,169038,16387.44,144.45,536.32,98.06,213.64,0.99,16629.94,0.72,0.46,0.68,2.18,97.54,215.36,128.0,27.0,67.32,1,0,0,70.0
226,169038,23465.06,172.85,635.13,122.69,246.76,0.98,23880.77,0.73,0.49,0.7,2.01,121.5,255.63,208.0,32.0,67.32,1,0,0,70.0
227,169038,20668.05,162.22,613.85,109.88,242.9,0.98,21142.51,0.69,0.45,0.67,2.21,112.61,242.62,100.0,24.0,67.32,1,0,0,70.0
228,169038,24653.45,177.17,661.07,119.1,267.5,0.99,25017.95,0.71,0.44,0.66,2.25,115.58,263.78,187.0,49.0,67.32,1,0,0,70.0
229,169038,26632.6,184.15,678.34,130.2,263.16,0.98,27049.82,0.73,0.49,0.7,2.02,125.18,270.78,157.0,37.0,67.32,1,0,0,70.0
230,169038,16390.45,144.46,525.09,102.95,203.38,0.98,16646.5,0.75,0.5,0.71,1.98,103.11,205.4,222.0,46.0,67.32,1,0,0,70.0
231,169038,15122.23,138.76,512.34,95.43,203.31,0.98,15441.55,0.72,0.47,0.68,2.13,93.27,207.62,271.0,120.0,67.32,1,0,0,70.0
232,169038,9324.87,108.96,406.95,75.18,159.8,0.97,9567.37,0.71,0.46,0.68,2.13,76.09,167.29,228.0,89.0,67.32,1,0,0,70.0
233,169038,16459.74,144.77,535.03,96.83,218.06,0.98,16741.39,0.72,0.44,0.66,2.25,94.84,219.45,157.0,79.0,67.32,1,0,0,70.0
234,169038,19094.08,155.92,595.77,107.55,229.48,0.95,20015.87,0.68,0.46,0.68,2.13,107.5,226.18,183.0,29.0,67.32,1,0,0,70.0
235,169038,15346.65,139.79,534.24,94.52,209.17,0.97,15762.37,0.68,0.45,0.67,2.21,92.55,210.59,180.0,83.0,67.32,1,0,0,70.0
236,169038,7053.53,94.77,350.17,73.61,125.72,0.97,7286.99,0.72,0.57,0.75,1.71,72.61,131.18,189.0,82.0,67.32,1,0,0,70.0
237,169038,22838.49,170.53,613.65,124.65,234.49,0.98,23196.96,0.76,0.53,0.73,1.88,123.23,237.94,192.0,27.0,67.32,1,0,0,70.0
238,169038,22849.03,170.56,613.68,121.81,239.48,0.99,23162.32,0.76,0.51,0.71,1.97,120.27,244.34,181.0,59.0,67.32,1,0,0,70.0
239,178024,56339.58,267.83,1278.24,125.01,588.97,0.96,58714.66,0.43,0.21,0.45,4.71,119.19,559.26,176.0,153.0,64.15,1,0,0,65.0
240,178024,17600.26,149.7,635.49,81.54,285.38,0.98,17963.51,0.55,0.28,0.52,3.5,73.08,266.62,197.0,140.0,64.15,1,0,0,65.0
241,178024,19357.33,156.99,647.26,99.67,257.96,0.95,20386.26,0.58,0.37,0.61,2.59,94.11,263.13,120.0,104.0,64.15,1,0,0,65.0
242,178024,50897.44,254.57,961.3,164.03,400.84,0.99,51569.69,0.69,0.4,0.64,2.44,152.95,404.37,161.0,135.0,64.15,1,0,0,65.0
243,178024,6086.46,88.03,386.41,43.33,182.71,0.98,6213.02,0.51,0.23,0.48,4.22,39.74,170.47,177.0,104.0,64.15,1,0,0,65.0
244,178024,10042.74,113.08,430.29,71.61,181.27,0.98,10284.35,0.68,0.39,0.62,2.53,68.22,176.56,171.0,249.0,64.15,1,0,0,65.0
245,178024,7871.47,100.11,390.27,61.08,166.38,0.97,8096.65,0.65,0.36,0.6,2.72,58.42,160.67,204.0,255.0,64.15,1,0,0,65.0
246,178024,9104.21,107.67,409.59,76.8,156.51,0.97,9426.36,0.68,0.47,0.69,2.04,72.34,156.22,157.0,142.0,64.15,1,0,0,65.0
247,178024,8341.55,103.06,395.29,70.83,156.55,0.97,8570.02,0.67,0.43,0.66,2.21,65.38,159.76,125.0,160.0,64.15,1,0,0,65.0
248,178024,12317.55,125.23,509.28,79.12,206.58,0.97,12733.4,0.6,0.37,0.61,2.61,73.62,205.55,206.0,238.0,64.15,1,0,0,65.0
249,178024,12467.13,125.99,464.86,86.45,186.63,0.98,12764.63,0.72,0.46,0.68,2.16,84.5,186.57,166.0,142.0,64.15,1,0,0,65.0
250,178024,12322.49,125.26,444.61,89.63,177.74,0.98,12521.37,0.78,0.5,0.7,1.98,87.18,175.08,192.0,168.0,64.15,1,0,0,65.0
251,178024,9367.19,109.21,418.53,68.63,176.45,0.96,9766.6,0.67,0.38,0.62,2.57,68.48,172.48,250.0,340.0,64.15,1,0,0,65.0
252,178024,15917.16,142.36,537.41,98.05,211.73,0.97,16420.12,0.69,0.45,0.67,2.16,91.25,213.3,193.0,203.0,64.15,1,0,0,65.0
253,178024,21033.86,163.65,615.77,113.38,239.32,0.97,21688.03,0.7,0.47,0.68,2.11,110.31,244.25,240.0,202.0,64.15,1,0,0,65.0
254,178024,15031.23,138.34,528.34,88.99,217.92,0.97,15427.35,0.68,0.4,0.63,2.45,85.9,208.73,419.0,270.0,64.15,1,0,0,65.0
255,178024,9792.9,111.66,423.91,73.38,172.67,0.97,10072.32,0.68,0.42,0.65,2.35,70.22,164.31,165.0,211.0,64.15,1,0,0,65.0
256,178024,15548.98,140.7,611.27,77.65,262.22,0.96,16203.16,0.52,0.29,0.54,3.38,72.58,251.25,132.0,117.0,64.15,1,0,0,65.0
257,178024,17812.29,150.6,568.54,102.54,225.01,0.98,18196.91,0.69,0.45,0.67,2.19,97.16,217.52,321.0,228.0,64.15,1,0,0,65.0
258,178024,33763.97,207.34,888.67,113.39,388.61,0.96,35049.31,0.54,0.28,0.53,3.43,107.24,372.6,100.0,54.0,64.15,1,0,0,65.0
259,178024,13379.36,130.52,493.6,87.99,196.43,0.95,14017.09,0.69,0.44,0.66,2.23,88.65,195.82,171.0,150.0,64.15,1,0,0,65.0
260,178024,11490.8,120.96,542.35,60.01,249.1,0.96,11957.59,0.49,0.24,0.49,4.15,58.25,230.27,177.0,195.0,64.15,1,0,0,65.0
261,178024,18768.9,154.59,584.62,105.52,235.71,0.98,19186.39,0.69,0.43,0.66,2.23,100.0,232.49,175.0,163.0,64.15,1,0,0,65.0
262,178141,42426.22,232.42,927.26,147.81,372.59,0.94,44960.94,0.62,0.39,0.62,2.52,151.8,364.11,455.0,756.0,62.028,1,0,0,65.0
263,178141,36111.11,214.43,873.55,136.24,346.37,0.95,38038.19,0.59,0.38,0.62,2.54,134.49,331.1,257.0,371.0,62.028,1,0,0,65.0
264,178141,46979.17,244.57,939.05,164.98,371.2,0.96,49058.16,0.67,0.43,0.66,2.25,161.36,368.05,324.0,487.0,62.028,1,0,0,65.0
265,178141,29027.78,192.25,810.37,111.01,341.78,0.96,30086.81,0.56,0.32,0.56,3.08,117.82,342.13,536.0,1179.0,62.028,1,0,0,65.0
266,178141,19995.66,159.56,742.92,73.88,352.84,0.96,20742.19,0.46,0.2,0.45,4.78,72.44,329.96,401.0,652.0,62.028,1,0,0,65.0
267,178141,69092.04,296.6,1744.64,232.64,444.84,0.85,81378.59,0.29,0.44,0.67,1.91,267.67,458.35,471.0,874.0,62.028,1,0,0,65.0
268,178141,32339.41,202.92,778.31,165.45,263.96,0.94,34327.26,0.67,0.59,0.77,1.6,154.44,283.49,486.0,894.0,62.028,1,0,0,65.0
269,178141,17881.94,150.89,956.31,50.89,465.48,0.88,20212.67,0.25,0.11,0.32,9.15,55.74,430.42,233.0,303.0,62.028,1,0,0,65.0
270,178141,27152.78,185.94,817.12,103.31,349.38,0.94,28875.87,0.51,0.28,0.53,3.38,101.26,348.67,145.0,182.0,62.028,1,0,0,65.0
271,178141,34496.53,209.58,886.43,131.95,346.77,0.94,36566.84,0.55,0.37,0.6,2.63,131.67,346.23,364.0,566.0,62.028,1,0,0,65.0
272,178155,4746.39,77.74,320.82,51.79,121.72,0.92,5158.22,0.58,0.41,0.64,2.35,51.04,116.39,1315.0,2984.0,49.157,1,0,1,50.0
273,178155,7028.35,94.6,370.98,64.02,142.35,0.96,7306.12,0.64,0.44,0.66,2.22,61.02,139.11,760.0,1021.0,49.157,1,0,1,50.0
274,178155,8513.05,104.11,377.81,93.39,119.48,0.96,8826.93,0.75,0.76,0.87,1.28,89.17,126.77,290.0,265.0,49.157,1,0,1,50.0
275,178155,7320.01,96.54,475.0,45.75,211.63,0.93,7901.25,0.41,0.21,0.46,4.63,44.05,205.94,527.0,518.0,49.157,1,0,1,50.0
276,178155,3359.66,65.4,253.49,64.6,69.73,0.9,3723.55,0.66,0.88,0.94,1.08,64.85,80.28,97.0,48.0,49.157,1,0,1,50.0
277,178155,20180.21,160.29,608.61,124.97,211.44,0.95,21155.88,0.68,0.57,0.76,1.69,122.25,223.27,1070.0,2129.0,49.157,1,0,1,50.0
278,178155,8634.57,104.85,383.66,103.56,109.54,0.96,8956.09,0.74,0.92,0.96,1.06,99.4,129.52,236.0,200.0,49.157,1,0,1,50.0
279,178155,7907.11,100.34,411.41,64.59,163.29,0.94,8413.9,0.59,0.38,0.61,2.53,64.08,158.38,1329.0,2747.0,49.157,1,0,1,50.0
280,178155,3753.09,69.13,271.3,48.47,102.74,0.96,3918.38,0.64,0.45,0.67,2.12,45.11,97.58,526.0,568.0,49.157,1,0,1,50.0
281,178155,2777.45,59.47,202.21,49.37,72.77,0.98,2826.35,0.85,0.67,0.82,1.47,47.0,71.66,1194.0,3542.0,49.157,1,0,1,50.0
282,178155,12956.17,128.44,633.55,63.08,274.39,0.92,14016.73,0.41,0.22,0.47,4.35,65.77,264.6,211.0,146.0,49.157,1,0,1,50.0
283,178155,8547.92,104.32,420.01,72.25,156.98,0.97,8804.79,0.61,0.44,0.66,2.17,65.68,147.04,1461.0,2733.0,49.157,1,0,1,50.0
284,178155,8899.83,106.45,415.97,72.57,159.29,0.95,9362.63,0.65,0.45,0.67,2.2,72.98,160.2,752.0,864.0,49.157,1,0,1,50.0
285,178155,5492.27,83.62,345.11,56.15,130.22,0.92,5972.12,0.58,0.41,0.64,2.32,58.65,127.35,753.0,1028.0,49.157,1,0,1,50.0
286,178164,26199.27,182.64,677.5,177.65,195.04,0.96,27255.46,0.72,0.88,0.94,1.1,166.69,228.67,52.0,35.0,55.698,1,1,0,60.0
287,178164,66586.04,291.17,1085.42,225.64,383.42,0.96,69611.99,0.71,0.58,0.76,1.7,224.44,393.84,87.0,97.0,55.698,1,1,0,60.0
288,178164,37273.67,217.85,778.97,169.09,281.89,0.97,38322.06,0.77,0.6,0.77,1.67,169.51,283.71,66.0,65.0,55.698,1,1,0,60.0
289,178164,19477.11,157.48,656.16,100.49,254.18,0.95,20444.85,0.57,0.38,0.62,2.53,100.48,255.02,253.0,360.0,55.698,1,1,0,60.0
290,178164,32088.97,202.13,728.85,172.57,241.47,0.95,33610.82,0.76,0.7,0.84,1.4,169.97,240.37,164.0,199.0,55.698,1,1,0,60.0
291,178164,155399.34,444.82,1647.91,329.16,608.09,0.97,159536.41,0.72,0.54,0.73,1.85,321.57,609.86,83.0,89.0,55.698,1,1,0,60.0
292,178164,60062.99,276.54,1155.64,203.67,391.03,0.93,64719.07,0.57,0.5,0.71,1.92,204.52,388.32,94.0,101.0,55.698,1,1,0,60.0
293,178164,28359.79,190.02,681.98,168.36,218.39,0.96,29448.22,0.77,0.76,0.87,1.3,174.68,232.01,51.0,51.0,55.698,1,1,0,60.0
294,178164,49735.45,251.64,978.65,184.11,362.53,0.97,51292.52,0.65,0.48,0.69,1.97,183.66,349.18,242.0,302.0,55.698,1,1,0,60.0
295,178170,16853.7,146.49,512.23,132.48,164.56,0.98,17180.91,0.81,0.79,0.89,1.24,129.66,168.6,1085.0,958.0,54.516,1,1,0,55.0
296,178170,20759.68,162.58,615.06,135.42,204.28,0.93,22244.68,0.69,0.63,0.8,1.51,138.12,221.17,1097.214297,917.9155286,54.516,1,1,0,55.0
297,178170,26492.7,183.66,627.92,160.76,211.47,0.99,26803.68,0.84,0.75,0.87,1.32,156.04,216.19,1026.0,851.0,54.516,1,1,0,55.0
298,178170,23416.71,172.67,644.15,140.14,222.09,0.98,23979.18,0.71,0.6,0.78,1.58,165.24,235.79,1038.0,825.0,54.516,1,1,0,55.0
299,178170,13171.98,129.5,490.45,86.51,195.8,0.97,13531.64,0.69,0.44,0.66,2.26,87.91,199.11,784.7134527,305.638095,54.516,1,1,0,55.0
300,178185,51172.63,255.25,1040.56,173.57,388.0,0.95,54102.27,0.59,0.43,0.66,2.24,177.61,411.32,664.0,1907.0,50.363,1,1,1,55.0
301,178185,25088.0,178.73,688.82,114.95,282.64,0.97,25892.0,0.66,0.4,0.63,2.46,111.29,267.47,323.0,458.0,50.363,1,1,1,55.0
302,178185,51999.23,257.31,946.95,241.27,285.81,0.94,55347.94,0.73,0.81,0.9,1.18,239.72,326.84,545.0,1633.0,50.363,1,1,1,55.0
303,178185,51733.95,256.65,1105.99,171.77,420.37,0.91,56720.49,0.53,0.37,0.61,2.45,184.36,412.23,619.0,1619.0,50.363,1,1,1,55.0
304,178185,39930.8,225.48,817.45,169.62,304.94,0.98,40738.18,0.75,0.55,0.74,1.8,160.83,305.13,601.0,1465.0,50.363,1,1,1,55.0
305,178185,17336.0,148.57,631.98,82.11,276.9,0.97,17824.0,0.55,0.29,0.54,3.37,79.92,258.94,563.0,1301.0,50.363,1,1,1,55.0
306,178185,16700.0,145.82,605.02,83.36,259.66,0.95,17520.0,0.57,0.32,0.56,3.11,83.9,247.11,411.0,918.0,50.363,1,1,1,55.0
307,178185,13596.0,131.57,518.84,90.61,202.56,0.92,14740.0,0.63,0.42,0.65,2.24,101.82,200.45,699.0,1941.0,50.363,1,1,1,55.0
308,178185,34951.94,210.96,824.94,155.42,296.15,0.95,36920.42,0.65,0.51,0.71,1.91,157.48,302.58,896.0,3456.0,50.363,1,1,1,55.0
309,178185,18173.78,152.12,570.94,128.11,188.32,0.95,19204.15,0.7,0.65,0.81,1.47,126.16,199.11,616.0,1678.0,50.363,1,1,1,55.0
310,178185,18266.05,152.5,704.6,79.51,307.51,0.93,19684.74,0.46,0.25,0.5,3.87,81.28,294.78,540.0,1456.0,50.363,1,1,1,55.0
311,178187,4235.85,73.44,246.06,67.6,80.47,0.99,4297.23,0.88,0.83,0.91,1.19,66.93,81.75,104.1410192,7.086861506,49.297,1,0,0,50.0
312,178187,3173.17,63.56,229.74,48.43,86.12,0.96,3303.37,0.76,0.54,0.74,1.78,53.45,88.19,43.07261628,2.956275571,49.297,1,0,0,50.0
313,178187,3896.71,70.44,249.64,54.58,91.83,0.98,3977.31,0.79,0.59,0.77,1.68,55.12,91.75,107.8321432,7.760749747,49.297,1,0,0,50.0
342,182474,56178.51,267.45,1046.23,190.11,393.34,0.95,59114.05,0.64,0.46,0.68,2.07,190.91,419.92,2924.40749,242.7245278,68.5,1,0,0,70.0
343,182474,36363.64,215.17,826.17,137.81,343.05,0.97,37414.88,0.67,0.39,0.63,2.49,132.65,331.41,3080.961643,320.4014121,68.5,1,0,0,70.0
344,182474,39361.98,223.87,889.88,134.56,374.38,0.98,40082.64,0.62,0.36,0.6,2.78,135.65,380.49,3521.84687,427.9782446,68.5,1,0,0,70.0
345,182474,61434.71,279.68,1038.29,193.99,408.97,0.98,62733.88,0.72,0.47,0.68,2.11,189.62,409.01,3738.832146,431.5580688,68.5,1,0,0,70.0
346,182474,35884.3,213.75,801.09,143.95,320.52,0.98,36717.36,0.7,0.44,0.67,2.23,139.34,320.56,1944.168595,259.0346117,68.5,1,0,0,70.0
347,182474,70528.93,299.67,1131.19,219.18,417.44,0.96,73242.98,0.69,0.52,0.72,1.9,217.48,411.22,6440.199973,965.9787343,68.5,1,0,0,70.0
348,182474,26571.9,183.94,687.79,125.4,273.91,0.97,27345.45,0.71,0.45,0.67,2.18,120.0,271.3,1490.325328,155.8785722,68.5,1,0,0,70.0
349,182474,36664.46,216.06,817.82,164.29,296.14,0.95,38525.62,0.69,0.53,0.73,1.8,158.18,299.96,4095.914793,409.3680461,68.5,1,0,0,70.0
350,182474,29662.81,194.34,779.75,136.23,286.17,0.95,31385.12,0.61,0.46,0.68,2.1,147.43,316.7,2832.591741,264.651889,68.5,1,0,0,70.0
351,182474,66849.59,291.75,1136.44,218.72,407.91,0.96,69801.65,0.65,0.51,0.72,1.86,212.76,447.88,1941.586681,155.6239069,68.5,1,0,0,70.0
352,182474,77150.41,313.42,1196.01,214.46,469.18,0.98,79071.07,0.68,0.45,0.67,2.19,201.51,447.89,5236.068816,601.2717916,68.5,1,0,0,70.0
353,182474,41533.88,229.96,870.61,171.54,319.15,0.96,43441.32,0.69,0.52,0.72,1.86,162.62,321.12,4121.592824,505.3615593,68.5,1,0,0,70.0
354,182474,51758.68,256.71,989.93,167.68,402.57,0.97,53319.01,0.66,0.41,0.64,2.4,160.0,391.6,6874.579441,1164.348886,68.5,1,0,0,70.0
355,182474,50867.63,254.49,968.0,171.74,382.71,0.97,52235.94,0.68,0.44,0.66,2.23,166.43,375.38,8472.109226,1556.594993,68.5,1,0,0,70.0
356,182474,39629.75,224.63,917.4,136.58,377.98,0.96,41487.6,0.59,0.35,0.59,2.77,131.92,362.51,2502.685635,311.8385046,68.5,1,0,0,70.0
357,182474,49642.98,251.41,918.58,183.26,350.86,0.97,51242.98,0.74,0.51,0.72,1.91,172.73,342.56,3627.23247,354.1992015,68.5,1,0,0,70.0
358,182474,41854.55,230.85,874.06,153.13,355.14,0.97,43054.55,0.69,0.42,0.65,2.32,145.85,338.58,5399.770609,848.7878054,68.5,1,0,0,70.0
359,183146,15388.0,139.97,497.1,104.27,188.54,0.97,15824.0,0.78,0.55,0.74,1.81,106.0,192.84,122.8102587,86.9013892,66.54,1,0,0,70.0
360,183146,45552.0,240.83,901.55,161.54,363.55,0.98,46604.0,0.7,0.44,0.66,2.25,153.18,355.82,162.0687492,148.8596265,66.54,1,0,0,70.0
361,183146,20244.0,160.55,642.03,126.36,220.35,0.92,21944.0,0.62,0.53,0.73,1.74,121.75,233.42,71.32211027,61.06712174,66.54,1,0,0,70.0
362,183146,24160.0,175.39,628.1,128.43,241.93,0.98,24744.0,0.77,0.53,0.72,1.88,124.18,244.57,120.8506711,84.70253769,66.54,1,0,0,70.0
363,183146,24152.0,175.36,618.1,140.72,221.69,0.98,24708.0,0.79,0.63,0.79,1.58,137.18,225.86,74.88663502,44.72322124,66.54,1,0,0,70.0
364,183146,25904.0,181.61,650.27,138.37,242.78,0.97,26672.0,0.77,0.56,0.75,1.75,138.0,244.76,76.25537778,43.88988932,66.54,1,0,0,70.0
365,183146,30170.76,196.0,687.21,180.86,215.9,0.97,31091.21,0.8,0.82,0.91,1.19,176.78,222.15,61.56340483,40.33301694,66.54,1,0,0,70.0
366,183146,13656.81,131.87,482.76,98.25,179.39,0.97,14060.81,0.74,0.54,0.74,1.83,96.55,185.36,150.803251,110.269318,66.54,1,0,0,70.0
367,183146,25110.37,178.81,629.29,151.46,212.73,0.97,25760.1,0.8,0.71,0.84,1.4,167.92,231.04,77.27357524,46.44616512,66.54,1,0,0,70.0
368,183146,30540.0,197.19,704.64,160.33,246.81,0.97,31336.0,0.77,0.64,0.8,1.54,188.0,262.74,113.756076,73.9400208,66.54,1,0,0,70.0
369,183146,45484.0,240.65,892.06,180.19,326.32,0.97,46844.0,0.72,0.54,0.74,1.81,172.05,323.86,132.0137288,84.69423561,66.54,1,0,0,70.0
370,183146,64456.0,286.48,1020.92,224.24,368.0,0.98,65900.0,0.78,0.61,0.78,1.64,221.97,388.28,65.59112262,45.17182172,66.54,1,0,0,70.0
371,183146,16940.0,146.86,492.7,135.97,159.24,0.98,17344.0,0.88,0.85,0.92,1.17,134.35,162.6,80.42458871,65.77966408,66.54,1,0,0,70.0
372,183146,28404.0,190.17,754.44,115.15,317.09,0.98,29080.0,0.63,0.36,0.6,2.75,115.45,315.85,138.0860001,126.2679408,66.54,1,0,0,70.0
373,183146,24294.04,175.88,631.27,130.91,238.41,0.98,24868.8,0.77,0.54,0.74,1.82,136.73,247.07,109.3563764,95.78621581,66.54,1,0,0,70.0
374,183146,15235.32,139.28,490.92,109.54,180.4,0.97,15626.82,0.79,0.6,0.77,1.65,110.2,190.57,110.4286934,62.28229656,66.54,1,0,0,70.0
375,183146,46384.84,243.02,882.19,197.28,303.2,0.95,48796.33,0.75,0.64,0.8,1.54,236.73,314.82,79.88564382,57.5594228,66.54,1,0,0,70.0
376,183146,27363.6,186.66,660.04,164.23,215.21,0.97,28146.61,0.79,0.75,0.87,1.31,157.47,216.76,78.81478015,52.26320027,66.54,1,0,0,70.0
377,183146,18954.6,155.35,619.81,127.08,206.3,0.9,21057.89,0.62,0.57,0.75,1.62,167.4,229.02,109.7639235,78.03005102,66.54,1,0,0,70.0
378,183146,22569.76,169.52,663.22,114.07,257.14,0.97,23381.92,0.64,0.43,0.66,2.25,111.46,259.64,69.68105479,47.38188386,66.54,1,0,0,70.0
379,183146,26793.0,184.7,775.4,107.57,319.66,0.96,27780.09,0.56,0.33,0.58,2.97,106.42,328.27,73.97847802,50.06921191,66.54,1,0,0,70.0
380,183459,7010.65,94.48,336.96,78.02,115.86,0.98,7181.68,0.78,0.67,0.82,1.48,79.91,124.63,48.0,83.0,63.145,0,1,1,65.0
381,183459,4009.58,71.45,254.11,55.64,92.95,0.97,4142.6,0.78,0.59,0.77,1.67,55.9,89.34,51.0,85.0,63.145,0,1,1,65.0
382,183459,30284.93,196.37,782.51,155.74,264.64,0.94,32383.37,0.62,0.55,0.74,1.7,156.28,291.87,48.0,77.0,63.145,0,1,1,65.0
383,183459,25078.18,178.69,763.34,108.9,304.5,0.96,26127.4,0.54,0.34,0.59,2.8,99.53,294.08,62.0,101.0,63.145,0,1,1,65.0
384,183459,3530.44,67.05,252.62,45.92,101.23,0.95,3731.32,0.7,0.44,0.66,2.2,47.88,95.54,142.0,142.0,63.145,0,1,1,65.0
385,183459,16562.24,145.22,524.69,113.21,190.28,0.98,16947.72,0.76,0.58,0.76,1.68,107.29,186.19,57.0,79.0,63.145,0,1,1,65.0
