,PC1,PC2,PC3,oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset
0,-2.1005410963636497,0.37987513351452173,-0.3372191844220679,1.0,1.0,1.0,49.199,train
1,-2.366888092750102,0.3268829217403575,-0.3305589549491084,1.0,1.0,1.0,49.199,train
2,-3.2515521160015126,-0.014142499799078815,-0.19042053581143437,1.0,1.0,1.0,49.199,train
3,-2.9286995163178964,-1.9576526369480065,-0.05505885548418294,1.0,1.0,1.0,49.199,train
4,-1.9378366072992947,0.7885341612399134,-0.26771499047246355,1.0,1.0,1.0,49.199,train
5,-2.7765623158508395,-0.5436471665442373,-0.20969233861490247,1.0,1.0,1.0,49.199,train
6,-1.1815940247430656,-0.09323373576779696,-0.18875497898194168,1.0,1.0,1.0,49.199,train
7,-0.3894978622294005,-0.4542791163599315,-0.03127150979854696,1.0,1.0,1.0,49.199,train
8,-3.139236479689449,-1.9804052439883715,-0.1922832871320448,1.0,1.0,1.0,49.199,train
9,-1.7087083534349046,0.5391344716481679,-0.4365220362524843,1.0,1.0,1.0,49.199,train
10,-1.1812595722550092,0.2772527109449932,-0.10963152707201994,1.0,1.0,1.0,49.199,train
11,-1.883616790329774,-0.7527512431596658,0.04797400835444704,1.0,1.0,1.0,49.199,train
12,-1.3087793863380415,-0.3516566937904022,-0.2588591671485951,1.0,1.0,1.0,49.199,train
13,-2.054646951206294,-0.6022512031665294,-0.012230252267882668,1.0,1.0,1.0,49.199,train
14,-2.6317055426971727,-1.507863685887701,-0.4158483989001289,1.0,1.0,1.0,49.199,train
15,-1.9426087796820273,-0.7688160765725867,-0.033420351514809134,1.0,1.0,1.0,49.199,train
16,-3.0740174832075997,-2.260471270176802,0.06134121943501298,1.0,1.0,1.0,49.199,train
17,-1.6232604597706721,-1.1684853320870927,-0.13979200888542637,1.0,1.0,1.0,49.199,train
18,-2.117758598597165,-2.1501740700333265,0.007588084913480346,1.0,1.0,1.0,49.199,train
19,-2.739250502860988,0.039758902881558804,-0.4119096785765616,1.0,1.0,1.0,49.199,train
20,-1.2139406170300189,-0.6421863067170632,0.002627524436934493,1.0,1.0,1.0,49.199,train
21,-2.934665577939635,-1.6028287909185814,-0.015942858228986282,1.0,1.0,1.0,49.199,train
22,-2.3274382903782107,1.288095146666892,-0.5961393019552996,1.0,0.0,1.0,49.157,train
23,-2.475616229548603,-0.6913564158895057,-0.17407549901334715,1.0,0.0,1.0,49.157,train
24,-2.7087604724894074,-0.5413329871195557,-0.3295387219795242,1.0,0.0,1.0,49.157,train
25,-1.038710272232877,0.40480002450181657,0.5544173197415181,1.0,0.0,1.0,49.157,train
26,-3.4178165708251593,-0.05507050984258442,0.613789840895363,1.0,0.0,1.0,49.157,train
27,-2.0582358645556242,1.465278810338299,-0.08839659317759678,1.0,0.0,1.0,49.157,train
28,-1.3438452597484876,3.6937632136930065,-0.828893733682264,1.0,0.0,1.0,49.157,train
29,-1.3083072941632268,0.6931872245568778,-0.23243474234243766,1.0,0.0,1.0,49.157,train
30,-2.555965562709782,1.9598381525590338,0.032100776308487525,1.0,0.0,1.0,49.157,train
31,-1.9974520745115152,1.5992896279252793,-0.8901245993153518,1.0,0.0,1.0,49.157,train
32,-2.0499722699389205,-2.7438073027122503,-0.2638550336439647,1.0,0.0,1.0,49.157,train
33,-2.6200271826485184,-0.6696208374321401,-0.851115043079007,1.0,0.0,1.0,49.157,train
34,-3.008820162511891,-0.42134200175073483,1.0148687925087616,1.0,0.0,1.0,49.157,train
35,-2.299684205637989,1.031955380118821,0.25467373148191674,1.0,0.0,1.0,49.157,train
36,-2.219729468584574,-1.1536683246032509,-0.23061189714617097,1.0,0.0,1.0,49.157,train
37,-1.2634959265873085,1.0425686452444671,-1.0350700090040987,1.0,0.0,1.0,49.157,train
38,-2.4161715802191,1.4163829969794768,-0.07456298085581657,1.0,0.0,1.0,49.157,train
39,-3.016582895685352,1.2089125429328496,-0.6693460208550425,1.0,0.0,1.0,49.157,train
40,-2.667031136701588,-1.2650983618442833,-0.3677795873991729,1.0,0.0,1.0,49.157,train
41,-2.300078801745753,1.4975262438452888,-0.024435621824336253,1.0,0.0,1.0,49.157,train
42,-2.8251679885323684,1.7826544888876275,-0.47564193246921505,1.0,0.0,1.0,49.157,train
43,-1.934144888754515,1.0998453181178012,-0.8845517416994233,1.0,0.0,1.0,49.157,train
44,-3.355971979411321,-2.4328315986846354,-0.06570698806544725,1.0,0.0,0.0,49.297,train
45,-3.425708815579229,-2.1322531850487976,-0.25699886868187444,1.0,0.0,0.0,49.297,train
46,-3.4557653834756032,-1.051317153128596,-0.4536082852483914,1.0,0.0,0.0,49.297,train
47,-3.739780174209536,-2.050491901602428,-0.492037135648698,1.0,0.0,0.0,49.965,train
48,-3.291051200979895,1.9969354657943112,-1.9779128669560937,1.0,0.0,0.0,49.965,train
49,-2.1035230626549826,4.86058529178738,-1.8584578046263225,1.0,0.0,0.0,49.965,train
50,-3.204102617241972,1.2463013751388998,-1.159709573698776,1.0,0.0,0.0,49.965,train
51,-1.05991655404168,-1.7657186820344415,-0.20854484802080384,1.0,0.0,0.0,49.965,train
52,-2.43935293196304,-0.9472915865013046,-0.6092910858080873,1.0,0.0,0.0,49.965,train
53,-2.9704864149362478,-0.526768874043915,-0.6009645992404331,1.0,0.0,0.0,49.965,train
54,-1.3905983297856546,1.8943471033024135,-1.0047583330409688,1.0,0.0,0.0,49.965,train
55,-3.1939856275416445,0.10993992964027169,-1.7404443563942715,1.0,0.0,0.0,49.965,train
56,-3.305712264674578,-0.5840190779057784,-0.737832132778174,1.0,0.0,0.0,49.965,train
57,-2.521980229684707,1.8470531523183153,-1.6291708892571535,1.0,0.0,0.0,49.965,train
58,-0.7112954147919477,2.4615005157854766,-1.1659062864944465,1.0,0.0,0.0,49.965,train
59,-2.4521442019047153,0.6333660939674639,-0.9010963661526812,1.0,0.0,0.0,49.965,train
60,-3.7369607016459767,-2.016893536906075,-0.8003504977535989,1.0,0.0,0.0,49.965,train
61,-2.090731792713308,3.2799276113186115,-1.5666525242817289,1.0,0.0,0.0,49.965,train
62,-3.7196253577099467,0.11976477182387259,-1.1678911688914275,1.0,0.0,0.0,49.965,train
63,-3.2883769207385467,1.55263923082417,-1.105372803916004,1.0,0.0,0.0,49.965,train
64,-2.7700347077070155,2.7127741988355485,-1.4055045708282505,1.0,0.0,0.0,49.965,train
65,-3.1884918747367386,-0.3007579406335167,-1.176217655459082,1.0,0.0,0.0,49.965,train
66,-2.772708987948363,3.157070433805689,-2.2780446338683404,1.0,0.0,0.0,49.965,train
67,-1.377807059843979,0.31368942283364387,-0.7129530526963748,1.0,0.0,0.0,49.965,train
68,-1.8118749693789362,-1.1527834008630056,-0.4671580555668986,1.0,0.0,0.0,49.965,train
69,-3.2207372855060448,0.5707164398054806,-0.04496017209109738,0.0,0.0,1.0,49.179,train
70,-3.710069218433325,0.6627864324781773,1.3215645331724244,0.0,0.0,1.0,49.179,train
71,-3.6115943011760656,-1.9124618842025034,-0.2045810914610159,0.0,0.0,1.0,49.179,train
72,-3.122176522543869,0.8936864952226453,0.42290137531012967,0.0,0.0,1.0,49.179,train
73,-4.001681142174768,-1.901921408536802,1.8203020262271494,0.0,0.0,1.0,49.179,train
74,-4.198757852618519,-1.6765078562948799,1.9229991138656026,0.0,0.0,1.0,49.179,train
75,-4.100241905136943,-2.224891463953968,1.3524404788259226,0.0,0.0,1.0,49.179,train
76,-3.6575456353354294,-1.83139464095782,-0.1828743587895444,0.0,0.0,1.0,49.179,train
77,-3.7094259196912365,-1.7685778489675765,0.5564744086020805,0.0,0.0,1.0,49.179,train
78,-3.0633101204753443,2.1110229212561866,-0.1450875523275476,0.0,0.0,1.0,49.179,train
79,-3.658229964301835,-1.426895068533657,-0.3733712238129639,0.0,0.0,1.0,49.179,train
80,-3.5123492092474855,-1.9939914012094997,0.45377732096362716,0.0,0.0,1.0,49.179,train
81,-3.5001184703047294,-0.2910881595071124,-0.2830017390259964,0.0,0.0,1.0,49.179,train
82,-4.146877568262711,-1.7393246482851228,1.1836503464739763,0.0,0.0,1.0,49.179,train
83,-4.100926234103348,-1.820391891529806,1.1619436138025057,0.0,0.0,1.0,49.179,train
84,-3.453482807178962,-0.7766549751759583,-0.11421160667405042,0.0,0.0,1.0,49.179,train
85,-3.454167136145366,-0.3721554027517972,-0.3047084716974665,0.0,0.0,1.0,49.179,train
86,-3.756061582817005,-1.2830110332987312,0.38768427625013435,0.0,0.0,1.0,49.179,train
87,-3.5519987546605383,-0.22827136751687066,0.4563470283656302,0.0,0.0,1.0,49.179,train
88,-3.5589848723732547,-1.5084245855406535,0.2849871886116812,0.0,0.0,1.0,49.179,train
89,-3.6108651567290617,-1.445607793550411,1.024335956003308,0.0,0.0,1.0,49.179,train
90,-3.354922044216786,-0.4536849197587933,0.353649940727177,0.0,0.0,1.0,49.179,train
91,-1.7135577617360604,-2.1086563388113,-0.09680995802507869,1.0,1.0,1.0,49.12,train
92,-2.186827017755283,-0.434802987272671,-0.7582454337538999,1.0,1.0,1.0,49.12,train
93,-2.0848410529470187,1.6850241047329602,-1.0978550665054936,1.0,1.0,1.0,49.12,train
94,-2.437746545997169,-1.6069552501822895,-0.4947410988482658,1.0,1.0,1.0,49.12,train
95,-2.55485579153894,0.3071723084966351,-0.8988221318076204,1.0,1.0,1.0,49.12,train
96,-1.3488821847581494,-1.2491697567228173,-0.5131038659902951,1.0,1.0,1.0,49.12,train
97,-2.6804912543282775,1.3796513902636511,-1.0540073318149872,1.0,1.0,1.0,49.12,train
98,-2.9295174536638404,1.6228728332468936,-0.6453456758396616,1.0,1.0,1.0,49.12,train
99,-2.389847043326123,0.21041071778383277,-0.6574793599261572,1.0,1.0,1.0,49.12,train
100,-1.4702219629616504,0.41230931985862784,-0.70401731400389,1.0,1.0,1.0,49.12,train
101,-2.282956416633968,-0.2584667755512348,-0.5896176476952812,1.0,1.0,1.0,49.12,train
102,-2.096275832846985,-1.6515912471226792,-0.3409541753721832,1.0,1.0,1.0,49.12,train
103,-1.6919934062599202,0.6417175809725133,-0.9926923205868807,1.0,1.0,1.0,49.12,train
104,-2.707083399945307,-1.2545741252650833,-0.2130224386565805,1.0,1.0,1.0,49.12,train
105,-2.667074515818951,0.18327984554172436,-1.0207840940715298,1.0,1.0,1.0,49.12,train
106,-3.037557576207708,-2.578179382308848,-0.12955932633082323,1.0,1.0,1.0,49.12,train
107,-2.0415351939412685,-1.758468477655114,-0.16226644529359635,1.0,1.0,1.0,49.12,train
108,-2.576245457340799,-2.681578872419236,-0.2598202000870457,1.0,1.0,1.0,49.12,train
109,-1.5624481638915177,-0.4220826452739912,-0.5843799612701039,1.0,1.0,1.0,49.12,train
110,-1.5435577877178972,-2.784855053192764,-0.15509218325150742,1.0,1.0,1.0,49.12,train
111,-2.0102169503756353,-1.2857802859649072,-0.06681273903694218,1.0,1.0,1.0,49.12,train
112,-2.503881186948631,0.5286740915714149,-0.36257463709802806,1.0,1.0,1.0,49.12,train
113,-2.260725362026502,-2.120392810350229,-0.022409100522114273,1.0,0.0,1.0,47.991,train
114,-1.87585161118777,0.2934559671176125,-0.5341719719461563,1.0,0.0,1.0,47.991,train
115,-2.8948134689476905,-1.0090167644493206,-0.4035500650483451,1.0,0.0,1.0,47.991,train
116,-2.496148993424466,-1.2917733472560562,-0.6903828025446721,1.0,0.0,1.0,47.991,train
117,-1.867022051135889,0.6951541658684879,-0.4668519097582912,1.0,0.0,1.0,47.991,train
118,-2.785012446801625,-1.1018325520108274,-0.408749919613197,1.0,0.0,1.0,47.991,train
119,-2.304915751648353,2.0756955146027005,-0.9130630065985268,1.0,0.0,1.0,47.991,train
120,-2.487319433372585,-0.8900751485051811,-0.6230627403568069,1.0,0.0,1.0,47.991,train
121,-2.054578844483572,1.6923668485564267,-0.6254745935290846,1.0,0.0,1.0,47.991,train
122,-2.474467331852864,2.5595807355378226,-0.8201254761650326,1.0,0.0,1.0,47.991,train
123,-1.2893279704410239,3.9687255172666154,-1.0257428740373156,1.0,0.0,1.0,47.991,train
124,-2.6246296209090527,-3.1828000553825375,-0.11734455301879536,1.0,0.0,1.0,47.991,train
125,-2.2354360175609855,-0.39487860096008937,-0.6230701751023466,1.0,0.0,1.0,47.991,train
126,-2.1157718702206507,-1.42926345601371,-0.5788882116288597,1.0,0.0,1.0,47.991,train
127,-3.0050067441128694,-3.0453099466248843,-0.2288391439346063,1.0,0.0,1.0,47.991,train
128,-2.5955739468718306,0.08126585264769239,-0.9054587336069386,1.0,0.0,1.0,47.991,train
129,-1.9752765646351345,1.6664951670213606,-0.7492479030084228,1.0,0.0,1.0,47.991,train
130,-3.1276329986059985,0.33850085349222275,-0.5388765851147619,1.0,0.0,1.0,47.991,train
131,-2.511062269191284,-1.7370641443039545,-0.3099975135915565,1.0,0.0,1.0,47.991,train
132,-3.1044316975602335,-1.672270746721136,-0.4439150749968729,1.0,0.0,1.0,47.991,train
133,-2.8914393923951,-1.599574035546301,-0.42149210450736735,1.0,0.0,1.0,47.991,train
134,-2.306462260295172,1.1971703010113341,-0.6254671587835434,1.0,0.0,1.0,47.991,train
