,PC1,PC2,PC3,oscillatory_zonation,sector_zonation,homogenous_zonation,SiO2_pct,Dataset
135,-2.05168932456395,-0.7771343253618082,-0.01389538450126841,1.0,0.0,1.0,46.553,train
136,-1.501768704031444,-0.9365129332283264,-0.25839555793317626,1.0,0.0,1.0,46.553,train
137,-2.5181321461609283,-1.0378182214718004,0.1592376145653404,1.0,0.0,1.0,46.553,train
138,-2.043094154664257,0.48400328621208266,-0.6963417968790785,1.0,0.0,1.0,46.553,train
139,-1.7818271082599095,-1.965522023647742,0.5207065268157983,1.0,0.0,1.0,46.553,train
140,-2.4190598836856525,1.4420911442096078,-0.6296780050046364,1.0,0.0,1.0,46.553,train
141,-1.8349135122971791,-2.8941379864784285,0.28428667677183916,1.0,0.0,1.0,46.553,train
142,-2.4295217072208657,-0.08656356334966539,-0.37242022121571067,1.0,0.0,1.0,46.553,train
143,-1.4913068804962297,0.5921417743309471,-0.515653341722102,1.0,0.0,1.0,46.553,train
144,-3.135271283736568,-1.1913481938414197,0.5571055364715135,1.0,0.0,1.0,46.553,train
145,-2.1221740576581842,1.1597741423983388,-0.8664742194541571,1.0,0.0,1.0,46.553,train
146,-1.783693761895431,-2.2330391196331236,0.09551789822691246,1.0,0.0,1.0,46.553,train
147,-2.6428349631829318,-2.5350511167483702,0.3176851099360238,1.0,0.0,1.0,46.553,train
148,-1.5266339842469399,-2.4455581029705207,0.5131673796348684,1.0,0.0,1.0,46.553,train
149,-2.569351896562676,-1.6989170883171043,0.34800639311026704,1.0,0.0,1.0,46.553,train
150,-1.7986545300589114,-0.6541959314170558,-0.021599343483657264,1.0,0.0,1.0,46.553,train
151,-2.5897485591456633,-1.6064351539176827,0.554104959979983,1.0,0.0,1.0,46.553,train
152,-2.147039337873681,-0.34927102734385745,-0.0949112818861108,1.0,0.0,1.0,46.553,train
153,-2.3504418042269384,-0.7623344195359198,-0.20228779864063384,1.0,0.0,1.0,46.553,train
154,-1.4208221474019955,-1.344766693429199,0.3369254932307864,1.0,0.0,1.0,46.553,train
155,-2.0765546047794463,-2.2861794951040038,0.7576675530667776,1.0,0.0,1.0,46.553,train
156,-2.660233292239897,0.3304733138424636,-0.29847387497290684,1.0,0.0,1.0,46.553,train
157,-2.2851900989275435,-1.5279321075482064,-0.3856256343587958,0.0,1.0,0.0,47.963,train
158,-2.525187501067122,-2.5200536566158434,-0.06755605310381044,0.0,1.0,0.0,47.963,train
159,-2.826868602163851,-2.771231644029183,-0.05459801360327146,0.0,1.0,0.0,47.963,train
160,-2.33600818079128,-2.6661094866003188,0.007158016642588399,0.0,1.0,0.0,47.963,train
161,-2.3152519691532993,-2.921181488935638,-0.008359361876897129,0.0,1.0,0.0,47.963,train
162,-2.259619949980722,-1.440956022141083,-0.24527051563362892,0.0,1.0,0.0,47.963,train
163,-2.998830186574266,-2.652978447586618,-0.1798460591188094,0.0,1.0,0.0,47.963,train
164,-2.257543483042969,-2.897974946814131,-0.03880351561820461,0.0,1.0,0.0,47.963,train
165,-2.224264468303706,-3.0588719157986506,0.012928702954610979,0.0,1.0,0.0,47.963,train
166,-2.8460212285622104,-1.537835910967665,-0.45747876304362667,0.0,1.0,0.0,47.963,train
167,-2.6638700707382736,-2.5626974291577986,-0.14107188004653268,0.0,1.0,0.0,47.963,train
168,-2.1830033066142316,-1.7448906430270612,-0.16690135516202909,0.0,1.0,0.0,47.963,train
169,-2.296893937607048,-1.0714659207991715,-0.46230100848832056,0.0,1.0,0.0,47.963,train
170,-2.7111377156131273,-1.480522699114014,-0.44568787826258055,0.0,1.0,0.0,47.963,train
171,-2.3575833568510385,-2.961678704364835,0.03210117219929766,0.0,1.0,0.0,47.963,train
172,-2.169844013483949,-3.4024923306576524,0.030299604149315054,0.0,1.0,0.0,47.963,train
173,-2.093227370117458,-3.7064269515436306,0.10866876462091506,0.0,1.0,0.0,47.963,train
174,-2.3506074508303145,-1.3032655952780692,-0.2665585804651372,0.0,1.0,0.0,47.963,train
175,-2.0541131269332267,-2.1117833857424824,-0.3607902605099939,0.0,1.0,0.0,47.963,train
176,-3.0954156494346035,-2.901895597613112,-0.07841025602860051,0.0,1.0,0.0,47.963,train
177,-2.885480117520779,-3.3030234299329067,-0.019213564801687205,0.0,1.0,0.0,47.963,train
178,-2.082963432806162,-1.6811868854763576,-0.23780604297953123,0.0,1.0,0.0,47.963,train
179,-2.459857499221337,2.2729226788513652,-1.6614855113454878,1.0,0.0,1.0,49.117,train
180,-2.5807712713036737,2.7052468540404497,-1.1120809605338127,1.0,0.0,1.0,49.117,train
181,-2.021719520617859,4.37181459439163,-1.8049544776772513,1.0,0.0,1.0,49.117,train
182,-2.092838737811895,2.961068309626038,-1.798261641595424,1.0,0.0,1.0,49.117,train
183,-2.6981756588888257,3.9198129423625008,-2.108809496803145,1.0,0.0,1.0,49.117,train
184,-2.6237138807203837,0.45069097053016555,-0.5932755036836955,1.0,0.0,1.0,49.117,train
185,-3.6807435193520495,3.394280063061945,-2.0801525506080845,1.0,0.0,1.0,49.117,train
186,-2.74462765280272,0.8830151457192496,-0.043870952872020204,1.0,0.0,1.0,49.117,train
187,-3.0651944202982673,3.2316673115878287,-1.9720333665532086,1.0,0.0,1.0,49.117,train
188,-2.7493148980140036,2.6667131378299884,-0.8723003200125566,1.0,0.0,1.0,49.117,train
189,-3.356059751577109,1.2909050635519115,-1.36372341298608,1.0,0.0,1.0,49.117,train
190,-2.8456854206013316,-0.0772233565759241,-0.44335742530219735,1.0,0.0,1.0,49.117,train
191,-2.2137525098942317,3.3933924848151227,-1.2488570907837486,1.0,0.0,1.0,49.117,train
192,-2.337535794652826,4.175151210676819,-2.0300148243913587,1.0,0.0,1.0,49.117,train
193,-3.2849405343830735,2.701651348317505,-1.3704162490679073,1.0,0.0,1.0,49.117,train
194,-3.196320370357456,2.867859605514568,-1.2202001445886899,1.0,0.0,1.0,49.117,train
195,-2.628401125931668,2.234388962640903,-1.4217048708242304,1.0,0.0,1.0,49.117,train
196,-3.233738047008598,3.1931335953773656,-1.7322527260319518,1.0,0.0,1.0,49.117,train
197,-3.0494554162939376,1.5938274677450235,-1.7091911137358755,1.0,0.0,1.0,49.117,train
198,-2.3328485494415427,2.39145321856608,-1.2015854572508222,1.0,0.0,1.0,49.117,train
199,-2.6024499439504853,1.3926810000604442,-1.3612912891597424,1.0,0.0,1.0,49.117,train
200,-2.237216513264568,-0.3435261937963719,0.0623453544370332,0.0,1.0,1.0,50.1,train
201,-3.1453505712860794,2.6595211316953264,-0.3272768813081286,0.0,1.0,1.0,50.1,train
202,-1.5040659285318652,-1.1035341958646925,0.4019436789685601,0.0,1.0,1.0,50.1,train
203,-2.3997937287726017,-1.6368646082236784,0.46682456255751775,0.0,1.0,1.0,50.1,train
204,-2.369906649242786,-1.1888332660906888,0.24152968836391794,0.0,1.0,1.0,50.1,train
205,-2.277695031128567,-0.58293166774646,-0.25858027670442424,0.0,1.0,1.0,50.1,train
206,-2.214235426465726,-2.5118157274963004,0.06449707035145165,0.0,1.0,1.0,50.1,train
207,-2.326038262218893,1.0947852120364956,-0.3350741464135035,0.0,1.0,1.0,50.1,train
208,-1.625927028855768,-2.808637102044112,1.756570440975556,0.0,1.0,1.0,50.1,train
209,-2.2142679499357296,-0.177588311219039,0.9061036944114199,0.0,1.0,1.0,50.1,train
210,-2.32156341815246,-2.8665501458736453,0.31802355807299876,0.0,1.0,1.0,50.1,train
211,-3.103057233975489,-0.4288252640223671,-0.0980686361676093,0.0,1.0,1.0,50.1,train
212,-2.233580200447479,0.7424685507987256,0.6790471651853177,0.0,1.0,1.0,50.1,train
213,-2.376845165443763,-1.4709267256463465,1.3105829025319047,0.0,1.0,1.0,50.1,train
214,-1.8570823479591148,3.8103184051549945,-0.32548712278909075,0.0,1.0,1.0,50.1,train
215,-3.1223694844872374,0.49123159799539784,-0.32512516539371167,0.0,1.0,1.0,50.1,train
216,-1.7709206236246307,3.0055904875644863,-0.6728827124259926,0.0,1.0,1.0,50.1,train
217,0.06852401820484502,-2.8283292147362347,0.8865168006370067,1.0,1.0,0.0,54.516,train
218,-0.1715065184849282,-1.825130150071405,0.35950575894146136,1.0,1.0,0.0,54.516,train
219,-0.21973554671570558,-0.20581223579236532,0.23698657372929893,1.0,1.0,0.0,54.516,train
220,0.5009021942864773,-0.9524871321938501,0.23961286847002458,1.0,1.0,0.0,54.516,train
221,-0.8921442594871106,-1.0784552536699212,0.35687946420073585,1.0,1.0,0.0,54.516,train
222,-0.1930392522325265,-1.0727183762916406,0.4446007361130695,1.0,1.0,0.0,54.516,train
223,-0.4330697889222992,-0.06951931162681073,-0.08241030558247724,1.0,1.0,0.0,54.516,train
224,0.5275984887696565,-1.819393272693124,0.44722703085379356,1.0,1.0,0.0,54.516,train
225,0.04182772372166599,-1.9614230742369598,0.678902638253236,1.0,1.0,0.0,54.516,train
226,0.7409327309762506,-1.9556861968586792,0.7666239101655697,1.0,1.0,0.0,54.516,train
227,0.029996911614116786,1.7387140089276667,-0.4526033172601441,1.0,1.0,1.0,50.363,train
228,2.3533155279979665,3.0525492361650604,-0.4492278924202708,1.0,1.0,1.0,50.363,train
229,0.0354925903507564,3.926508576436151,-0.651404703444155,1.0,1.0,1.0,50.363,train
230,0.2734508185022998,0.04589601358816975,-0.10012447026069006,1.0,1.0,1.0,50.363,train
231,3.501395192282172,0.3914568401467027,0.3448651618204674,1.0,1.0,1.0,50.363,train
232,2.1134300892406617,-1.8648381745437044,0.179481547601993,1.0,1.0,1.0,50.363,train
233,1.1835722546349616,1.2654161804177924,0.14268835079658318,1.0,1.0,1.0,50.363,train
234,1.5032116075005757,0.8396471199802247,0.1724782272213824,1.0,1.0,1.0,50.363,train
235,1.7830497925647448,1.4396886694766855,-0.19627011955217116,1.0,1.0,1.0,50.363,train
236,2.7888396787731073,1.907756526587405,-0.46853293885090563,1.0,1.0,1.0,50.363,train
237,3.33137079793589,0.9593568184330725,0.3665452145094023,1.0,1.0,1.0,50.363,train
238,2.59676943488615,1.3597312408255633,-0.09674904542081662,1.0,1.0,1.0,50.363,train
239,3.343190878238939,-1.0710870681516491,0.4520842450840653,1.0,1.0,1.0,50.363,train
240,2.299175931561211,2.901425565311344,-0.47664276258676985,1.0,1.0,1.0,50.363,train
241,2.107105687674253,2.353400279549501,-0.10485886915668101,1.0,1.0,1.0,50.363,train
242,1.6732360018468577,0.27174714169385306,0.15079817453244773,1.0,1.0,1.0,50.363,train
243,-0.21621292870959705,1.0395650523121078,-0.10823429399655439,1.0,1.0,1.0,50.363,train
244,1.5158372001400877,-2.5464356839420996,0.059357506182210196,1.0,0.0,1.0,54.665,train
245,0.3586563227075224,-1.973744918289262,-0.42502104827347675,1.0,0.0,1.0,54.665,train
246,-0.3266235711256599,-2.0072751331760497,-0.23395916468055172,1.0,0.0,1.0,54.665,train
247,0.8751763871337346,-2.944135043724006,-0.10612774113353836,1.0,0.0,1.0,54.665,train
248,0.538437526660091,-2.576343095075605,-0.0960509131748833,1.0,0.0,1.0,54.665,train
249,0.39565748773071235,-2.576920880296679,-0.27671376608229586,1.0,0.0,1.0,54.665,train
250,-0.2411158332129901,-0.8390944297681001,-0.6578141842238238,1.0,0.0,1.0,54.665,train
251,-0.4533133939864177,-2.61081678533284,-0.28800421038244567,1.0,0.0,1.0,54.665,train
252,0.7215316574459425,1.404047309511514,-0.8933780118049731,1.0,0.0,1.0,54.665,train
253,1.1342493832616491,-2.148756558264445,-0.20308991025103593,1.0,0.0,1.0,54.665,train
254,0.16509952884963172,-2.359693558071772,0.0028716080931425673,1.0,0.0,1.0,54.665,train
255,1.8865854978257548,-0.19474596196739763,-0.4053365410055702,1.0,0.0,1.0,54.665,train
256,0.7656383562879904,-1.2700259757686558,-0.30880355916847313,1.0,0.0,1.0,54.665,train
257,1.595849122845836,-2.9898216112810787,0.027391489036303954,1.0,0.0,1.0,54.665,train
258,-0.4758829603069246,-1.5682930664545958,-0.24251991808001747,1.0,0.0,1.0,54.665,train
259,0.06194814065176602,-1.3135006784088123,-0.21884602073631845,1.0,0.0,1.0,54.665,train
260,1.0781164349073724,-2.128694092824623,0.028974698877940696,1.0,0.0,1.0,54.665,train
261,1.6365213614854255,-1.464910893397573,0.03485711641482416,1.0,0.0,1.0,52.035,train
262,1.5707388833624258,-1.1108681691508904,-0.1861073738292133,1.0,0.0,1.0,52.035,train
263,4.35086910818608,-0.8473469925450817,0.11926318539791161,1.0,0.0,1.0,52.035,train
264,2.5556131751448454,0.705372250921602,-0.24741010553725723,1.0,0.0,1.0,52.035,train
265,3.627298639740575,-0.6865382554563718,0.09992959749029234,1.0,0.0,1.0,52.035,train
266,1.414856762702362,-0.4305753578815226,-0.27106329400022916,1.0,0.0,1.0,52.035,train
267,5.383172003203356,-0.7674343322812561,-0.5571842086094451,1.0,0.0,1.0,52.035,train
268,4.46114449348086,0.33202060639791947,-0.3277846363400335,1.0,0.0,1.0,52.035,train
269,4.126321116850456,-0.2131708759325153,-0.04344669991096359,1.0,0.0,1.0,52.035,train
270,3.0288628812447294,0.15473630478139375,-0.01679919268265666,1.0,0.0,1.0,52.035,train
271,3.2090114614853844,-1.9322062214781306,0.16899780472593623,1.0,0.0,1.0,52.035,train
272,6.869095268807681,-0.8699624441282287,-0.31855293644581884,1.0,0.0,1.0,52.035,train
273,3.294530398731793,-0.4334671738409516,-0.19156268099728885,1.0,0.0,1.0,52.035,train
274,5.403938217947187,1.76488265830617,-0.44630023248172834,1.0,0.0,1.0,52.035,train
275,8.03570936355675,-0.1044746638893577,-0.4547748917885637,1.0,0.0,1.0,52.035,train
276,5.181513579999435,-0.005156672746875932,-0.4693883962345785,1.0,0.0,1.0,52.035,train
277,2.3447186658693697,1.146021102098455,-1.222794197032968,1.0,0.0,1.0,52.035,train
278,-1.2908974748940443,-3.4044468074738377,0.8251434872740792,1.0,1.0,0.0,53.068,train
279,-1.9462093170881603,-2.215039420590496,0.2506365318500977,1.0,1.0,0.0,53.068,train
280,-2.1684668620203196,-2.249501079990802,0.8722512589952598,1.0,1.0,0.0,53.068,train
281,-0.04276684416502281,-3.355545353073006,0.7986395146532875,1.0,1.0,0.0,53.068,train
282,-1.8631044130846108,-2.95918885958706,0.749244687949061,1.0,1.0,0.0,53.068,train
283,-1.7833675315288808,-2.8070388080238833,0.5573253336669419,1.0,1.0,0.0,53.068,train
284,-1.1016090043488262,-3.5238658267786094,0.3994199757804237,1.0,1.0,0.0,53.068,train
285,-1.6922848678849187,-1.5983522899398506,0.8978414218342642,1.0,1.0,0.0,53.068,train
286,-0.2385777041112441,-2.917426644344697,0.68784192848795,1.0,1.0,0.0,53.068,train
