,epoch,Trial,concordance_cc,loss,mape_metric,pearson_cc,r_square,smape_metric,val_concordance_cc,val_loss,val_mape_metric,val_pearson_cc,val_r_square,val_smape_metric
0,0,0,-0.0604532025754451,2210.3212890625,74.52545928955078,-0.3598932027816772,-44.59295272827149,66.58643341064453,-0.3223102986812591,391.3597717285156,29.1578369140625,-0.4568285346031189,-7.020069122314453,15.14599609375
1,1,0,-0.2700434625148773,291.068359375,23.92226219177246,-0.3557590544223785,-4.964737892150879,12.42502212524414,-0.2784427106380462,252.2863006591797,22.34454917907715,-0.3605191111564636,-4.155468940734863,11.694031715393066
2,2,0,-0.2030240148305893,180.4495391845703,18.911272048950195,-0.2360084950923919,-2.681999683380127,9.66567611694336,-0.1520399302244186,154.6601104736328,17.265777587890625,-0.1809850186109542,-2.1442341804504395,8.840888977050781
3,3,0,0.0167121607810258,111.32868194580078,14.761184692382812,0.0192059073597192,-1.2554717063903809,7.512577533721924,0.1058344990015029,96.00750732421876,13.307629585266112,0.1071163415908813,-0.9358428716659546,6.800354957580566
4,4,0,0.2708353400230407,76.43734741210938,11.884662628173828,0.2889076471328735,-0.5355225801467896,6.094513416290283,0.3198574781417846,69.22359466552734,10.896814346313477,0.325284868478775,-0.3843057155609131,5.58970832824707
5,5,0,0.4302202761173248,58.72603988647461,9.944071769714355,0.4520649015903473,-0.1703689098358154,5.111538887023926,0.451650857925415,54.04998779296875,9.270861625671388,0.4564061164855957,-0.0721367597579956,4.743162155151367
6,6,0,0.5334643125534058,46.7350959777832,8.577677726745605,0.5542225241661072,0.0766592025756836,4.392560958862305,0.5476680994033813,43.2400016784668,8.079301834106445,0.5527966618537903,0.1501219272613525,4.110306262969971
7,7,0,0.6142998933792114,37.53976821899414,7.553676128387451,0.6339802145957947,0.2660142183303833,3.845679759979248,0.6313294172286987,34.566123962402344,7.1018385887146,0.638043224811554,0.3284172415733337,3.589747905731201
8,8,0,0.6813755631446838,30.329334259033203,6.706395626068115,0.7004597783088684,0.4144335389137268,3.3934240341186523,0.6939541101455688,28.302892684936523,6.39989185333252,0.7029973864555359,0.457030713558197,3.2134909629821777
9,9,0,0.7334633469581604,24.95081901550293,6.032578468322754,0.7523757815361023,0.5250222086906433,3.0362439155578613,0.7438421845436096,23.71549224853516,5.926990509033203,0.7548739910125732,0.5511304140090942,2.961080312728882
10,10,0,0.7743254899978638,21.06529998779297,5.520086288452148,0.7930301427841187,0.6048097610473633,2.767506599426269,0.782418429851532,20.34248161315918,5.574565887451172,0.7949341535568237,0.6202093362808228,2.7699573040008545
11,11,0,0.8038689494132996,18.36490249633789,5.15385627746582,0.8230183124542236,0.6601462364196777,2.5767178535461426,0.8094877004623413,18.06826400756836,5.239601135253906,0.8225603103637695,0.6666804552078247,2.593109607696533
12,12,0,0.82518470287323,16.483335494995117,4.87227725982666,0.8448426127433777,0.6985940933227539,2.430436372756958,0.8280397653579712,16.53407859802246,4.955159187316895,0.8412266969680786,0.6979045867919922,2.4447453022003174
13,13,0,0.839275598526001,15.266467094421388,4.663025856018066,0.8595411777496338,0.7233209013938904,2.321733236312866,0.8403234481811523,15.510658264160156,4.726476192474365,0.8535350561141968,0.71860671043396,2.3273744583129883
14,14,0,0.8490468263626099,14.427312850952148,4.5021491050720215,0.8695420026779175,0.7402493953704834,2.238525629043579,0.8497391939163208,14.754045486450195,4.559786319732666,0.8626147508621216,0.7338036298751831,2.2421715259552
15,15,0,0.8560903668403625,13.821212768554688,4.377520561218262,0.8767659664154053,0.7523634433746338,2.1746273040771484,0.8570343852043152,14.142662048339844,4.424804210662842,0.8694483041763306,0.7460085153579712,2.174617290496826
