,epoch,Trial,concordance_cc,loss,mape_metric,pearson_cc,r_square,smape_metric,val_concordance_cc,val_loss,val_mape_metric,val_pearson_cc,val_r_square,val_smape_metric
24,24,1,0.3856957852840423,89.98777770996094,12.980247497558594,0.4244861304759979,-0.8305163383483887,6.627192497253418,0.7233133912086487,24.20999336242676,6.361451625823975,0.803088366985321,0.5283999443054199,3.2846076488494877
25,25,1,0.4010497331619262,89.16996765136719,12.773001670837402,0.4447107017040252,-0.8135746717453003,6.54695987701416,0.7399615049362183,21.088115692138672,5.523436546325684,0.8146055936813354,0.5927948951721191,2.8404030799865723
26,26,1,0.3880760669708252,89.8149185180664,13.038169860839844,0.4278393983840942,-0.8268705606460571,6.661646842956543,0.7440895438194275,21.84614372253418,5.772038459777832,0.8218867182731628,0.5772038698196411,2.971829652786255
27,27,1,0.4186171293258667,84.19768524169922,12.517389297485352,0.456702709197998,-0.710849404335022,6.404994487762451,0.7605530023574829,20.167972564697266,5.717167377471924,0.8146751523017883,0.611909031867981,2.9126267433166504
28,28,1,0.3652693033218384,92.97391510009766,13.120428085327148,0.4031002819538116,-0.8919254541397095,6.70717716217041,0.7602584958076477,21.36188316345215,5.953464508056641,0.8333175778388977,0.5872819423675537,3.0646536350250244
29,29,1,0.4254510700702667,81.45547485351562,12.359660148620604,0.4612711668014526,-0.6541088819503784,6.316634178161621,0.761839747428894,20.5044059753418,5.743590354919434,0.8400546312332153,0.6050276756286621,2.950644254684448
30,30,1,0.4198385775089264,84.06468963623047,12.615530967712402,0.4620757699012756,-0.7078859806060791,6.472963333129883,0.7941608428955078,17.509458541870117,5.235658645629883,0.8455079793930054,0.6669273376464844,2.667304277420044
31,31,1,0.4177943468093872,85.79060363769531,12.623648643493652,0.4587794542312622,-0.7434343099594116,6.449761867523193,0.7754160165786743,20.016172409057617,5.642659187316895,0.8474710583686829,0.6151602268218994,2.9086813926696777
32,32,1,0.4520809054374695,78.60228729248047,11.982322692871094,0.4933800995349884,-0.5950583219528198,6.124526500701904,0.7581139802932739,20.70842170715332,5.754190921783447,0.8489729166030884,0.6009466648101807,2.9672482013702397
33,33,1,0.4400452077388763,80.52588653564453,12.303180694580078,0.4823783338069916,-0.6347392797470093,6.281636714935303,0.7851272821426392,18.559646606445312,5.347897529602051,0.8547599911689758,0.6453051567077637,2.744934320449829
34,34,1,0.4409038126468658,79.81867980957031,12.247288703918455,0.480713427066803,-0.6200144290924072,6.299890041351318,0.8367946743965149,13.919395446777344,4.415005683898926,0.8603922128677368,0.7411133050918579,2.2141318321228027
35,35,1,0.4512926340103149,77.32756042480469,11.956748962402344,0.4911200106143951,-0.5686169862747192,6.091333866119385,0.7958310842514038,16.943073272705078,5.094590187072754,0.8639200329780579,0.6786893606185913,2.6012282371521
36,36,1,0.452579528093338,75.93787384033203,11.88044548034668,0.4902512431144714,-0.5398646593093872,6.075167655944824,0.7726503610610962,18.815841674804688,5.464346408843994,0.8666518330574036,0.6400997042655945,2.807725191116333
37,37,1,0.4391509592533111,77.05503845214844,12.01571273803711,0.4735164642333984,-0.5629260540008545,6.161930561065674,0.8174504041671753,15.688488960266112,4.957780361175537,0.8600724339485168,0.7046472430229187,2.517763614654541
38,38,1,0.4824823141098022,71.86188507080078,11.610045433044434,0.5200461745262146,-0.4556577205657959,5.91447639465332,0.7735644578933716,19.53905487060547,5.662678718566895,0.8651167750358582,0.6252428293228149,2.9174282550811768
39,39,1,0.4553637504577636,72.23173522949219,11.47323226928711,0.4864765703678131,-0.4632130861282348,5.8506999015808105,0.8033668398857117,16.929439544677734,5.203134536743164,0.8601909875869751,0.6792094707489014,2.6533303260803223
40,40,1,0.4689358174800873,75.30215454101562,11.788216590881348,0.5046980381011963,-0.5264952182769775,6.021598815917969,0.7954294085502625,17.55850601196289,5.09055233001709,0.8660648465156555,0.6663177013397217,2.6168103218078613
41,41,1,0.4588469564914703,71.85316467285156,11.535282135009766,0.4924584329128265,-0.4552043676376343,5.879094123840332,0.8010047078132629,17.043169021606445,5.285548686981201,0.8629426956176758,0.676978588104248,2.697827816009521
42,42,1,0.4897958636283874,68.74983978271484,11.316143989562988,0.5265629887580872,-0.3911484479904175,5.764265060424805,0.7722550630569458,19.01781272888184,5.768975257873535,0.8550599217414856,0.6363046169281006,2.952981948852539
43,43,1,0.4598149061203003,73.67044067382812,11.623685836791992,0.4957438707351684,-0.4927197694778442,5.934761047363281,0.7823804020881653,18.30691909790039,5.5203704833984375,0.8705469369888306,0.6509019732475281,2.831913709640503
44,44,1,0.4492359459400177,74.1956787109375,11.703453063964844,0.481606125831604,-0.5035724639892578,5.97522497177124,0.7692471742630005,19.865211486816406,5.840148448944092,0.8581839799880981,0.6188235282897949,3.0039796829223637
45,45,1,0.453201562166214,74.30663299560547,11.66989517211914,0.4862580597400665,-0.505843997001648,5.95975399017334,0.8291046023368835,14.02917766571045,4.6177191734313965,0.8720780611038208,0.7391887903213501,2.3241240978240967
46,46,1,0.4574541747570038,71.09976959228516,11.57860279083252,0.4880795776844024,-0.4395716190338135,5.884109020233154,0.8345044851303101,14.148653984069824,4.515661239624023,0.8629401326179504,0.7368762493133545,2.2793431282043457
47,47,1,0.4725737571716308,72.86314392089844,11.668623924255373,0.5102869868278503,-0.4759210348129272,5.948395252227783,0.8221062421798706,15.57513427734375,4.678407192230225,0.869857668876648,0.7073861956596375,2.3896021842956543
48,48,1,0.52717524766922,65.16085052490234,10.972229957580566,0.568876326084137,-0.3168790340423584,5.600549697875977,0.7742617130279541,18.90360641479492,5.538538932800293,0.8724498748779297,0.6387158036231995,2.8466126918792725
49,49,1,0.4790026843547821,68.68685913085938,11.292166709899902,0.5155549645423889,-0.3897331953048706,5.770058631896973,0.8211495280265808,14.473642349243164,4.507108211517334,0.8712846636772156,0.7300880551338196,2.279648542404175
50,50,1,0.4981808662414551,64.55314636230469,10.889710426330566,0.5263442397117615,-0.3043863773345947,5.524138927459717,0.7923720479011536,17.388084411621094,5.378035545349121,0.8701842427253723,0.6700096130371094,2.748544216156006
51,51,1,0.4957669973373413,67.45697784423828,11.13314723968506,0.5296041965484619,-0.3642603158950805,5.66919469833374,0.7990937829017639,16.749279022216797,5.151312828063965,0.8579913377761841,0.6833202838897705,2.6204986572265625
52,52,1,0.4992187023162842,64.30323028564453,11.072818756103516,0.5294761061668396,-0.2991038560867309,5.617785453796387,0.7745833396911621,19.642261505126957,5.737490653991699,0.8732987642288208,0.6236470341682434,2.961737155914306
53,53,1,0.4948243796825409,66.24172973632812,11.013452529907228,0.5279366970062256,-0.3390685319900512,5.6121826171875,0.8346264958381653,13.676733016967772,4.563195705413818,0.871751606464386,0.7467440366744995,2.293367385864258
54,54,1,0.4752171039581299,69.27397155761719,11.366113662719728,0.5070236921310425,-0.4016783237457275,5.778076648712158,0.7431021928787231,21.937477111816406,5.912702083587647,0.8748604655265808,0.5763420462608337,3.0690200328826904
55,55,1,0.4756734669208526,69.7652816772461,11.260625839233398,0.5070905685424805,-0.4117509126663208,5.724026203155518,0.7916625738143921,17.316062927246094,5.316694736480713,0.876024067401886,0.6716798543930054,2.720127820968628
56,56,1,0.4935468137264251,63.33501434326172,10.869330406188965,0.5203095078468323,-0.2790368795394897,5.527843952178955,0.7950325012207031,17.007917404174805,5.306061267852783,0.8777934312820435,0.6779744625091553,2.7125942707061768
57,57,1,0.4944750964641571,66.04771423339844,10.992471694946287,0.5273231267929077,-0.3350313901901245,5.585192680358887,0.8011198043823242,16.086620330810547,4.912266731262207,0.8731945157051086,0.6970525979995728,2.5048604011535645
58,58,1,0.4714064598083496,67.63550567626953,11.221668243408203,0.5017489194869995,-0.3678047657012939,5.693583011627197,0.7804715037345886,18.735183715820312,5.423516273498535,0.8769410848617554,0.6423693895339966,2.797116279602051
59,59,1,0.5089811682701111,64.65538024902344,11.131653785705566,0.5460668802261353,-0.3062831163406372,5.673578262329102,0.7911056280136108,17.738428115844727,5.379613876342773,0.8691231608390808,0.6629798412322998,2.758443117141724
60,60,1,0.4830769300460815,64.69387817382812,10.951865196228027,0.5047950744628906,-0.3070566654205322,5.5735039710998535,0.7708645462989807,19.78770637512207,5.874634742736816,0.8494237065315247,0.620871901512146,3.012340784072876
61,61,1,0.506984293460846,65.80776977539062,11.102139472961426,0.5428707599639893,-0.3298746347427368,5.647152900695801,0.7753037214279175,18.53497695922852,5.398372650146484,0.8737024068832397,0.6466965079307556,2.7766542434692383
62,62,1,0.5026388168334961,63.45344543457031,10.90343189239502,0.5328242182731628,-0.2813104391098022,5.540058612823486,0.8026121258735657,16.607004165649414,5.1971540451049805,0.8770366907119751,0.6864291429519653,2.656240940093994
63,63,1,0.5209824442863464,61.49359893798828,10.635748863220217,0.5519190430641174,-0.2408597469329834,5.424144744873047,0.7931831479072571,17.202411651611328,5.338539123535156,0.8768569827079773,0.6741319894790649,2.73118257522583
64,64,1,0.4907850921154022,65.30923461914062,11.00157642364502,0.5214168429374695,-0.3196326494216919,5.590525627136231,0.8021349906921387,16.509170532226562,5.108284950256348,0.8701465725898743,0.6884356737136841,2.6095550060272217
65,65,1,0.5212427973747253,62.7690315246582,10.86746311187744,0.5515075922012329,-0.267184853553772,5.521762371063232,0.7626543045043945,20.23444938659668,5.811308860778809,0.8795990943908691,0.6116155982017517,3.004363536834717
66,66,1,0.5277947187423706,60.27936553955078,10.576947212219238,0.5583677887916565,-0.215773344039917,5.385234832763672,0.7967862486839294,16.867382049560547,5.063498020172119,0.8759880065917969,0.6810758709907532,2.5939857959747314
67,67,1,0.4904995262622833,64.42118835449219,10.94033432006836,0.5193880796432495,-0.3012318611145019,5.566909313201904,0.826145350933075,14.827674865722656,4.830482006072998,0.869776725769043,0.7232767343521118,2.444676160812378
68,68,1,0.513391375541687,63.67893981933594,10.700437545776367,0.5462194681167603,-0.2858237028121948,5.455743789672852,0.7934600710868835,16.545806884765625,5.057434558868408,0.8827465176582336,0.6878003478050232,2.584381580352783
69,69,1,0.5009015202522278,62.85245132446289,10.86818790435791,0.5260838270187378,-0.2687480449676513,5.505503177642822,0.7428930997848511,21.88004302978516,6.1560821533203125,0.881659984588623,0.5778375864028931,3.1888766288757324
70,70,1,0.5117032527923584,60.61676025390625,10.581503868103027,0.5414933562278748,-0.2225880622863769,5.380454063415527,0.8099411725997925,15.69191551208496,5.026855945587158,0.8778236508369446,0.7054870128631592,2.5589661598205566
71,71,1,0.5014220476150513,63.87725067138672,10.77078628540039,0.5322010517120361,-0.289858341217041,5.480494499206543,0.7487460374832153,20.435998916625977,5.950223922729492,0.8740025758743286,0.6077073812484741,3.0639381408691406
72,72,1,0.5158363580703735,59.78178787231445,10.50550651550293,0.5412874817848206,-0.2052748203277588,5.3350830078125,0.8234712481498718,14.59839916229248,4.596882343292236,0.8751735687255859,0.7281144261360168,2.335610866546631
73,73,1,0.4913522899150848,63.10792541503906,10.76161003112793,0.5145323872566223,-0.273944616317749,5.4717326164245605,0.8321729898452759,14.598271369934082,4.725333690643311,0.8788320422172546,0.7282137870788574,2.400325059890747
